,ride_id,tpep_pickup_datetime,PULocationID,driver_id
30,a8453d9a-9457-4dd1-bc36-38dc23655f01,2025-06-10T11:44:33,52,D009
31,1e3ad97e-fca5-4fa0-8f54-65b13e559b7c,2025-06-10T07:12:17,28,D019
32,8df9efac-94c4-4ba4-9f4f-eb1077bb6821,2025-06-10T11:43:42,28,D016
33,a593e8eb-36ed-4223-81be-8263ad911536,2025-06-10T13:12:08,83,D015
34,9965ed6a-67f6-4943-908a-1d739f0c094b,2025-06-10T08:36:03,34,D005
35,c5a2d35f-4717-4263-a46e-fc41b32e978f,2025-06-10T10:29:22,96,D018
36,badae285-e5db-4de4-ba9a-4f3713ee2b3c,2025-06-10T15:48:42,34,D019
37,849a6ed5-26e1-4fa5-9301-b11d66d633c2,2025-06-10T13:47:57,75,D013
38,fbbc6b57-0685-4110-86a3-1ce4465cf796,2025-06-10T12:35:23,29,D005
39,c18feb21-3b1e-49fa-9e74-046b998f5a60,2025-06-10T15:16:32,64,D003
40,ce790371-00d2-42ce-a779-ce7e9c72d9c1,2025-06-10T06:51:27,15,D005
41,a1f6a7fa-ef98-4c82-8e77-8e3a4e06da92,2025-06-10T08:54:44,88,D014
42,f3a40645-d682-4b1f-8102-529be34961a2,2025-06-10T07:09:23,50,D013
43,468c441c-f4b6-4bf0-855f-5f2e1e7a8dfa,2025-06-10T14:31:14,68,D009
44,0eb73868-ccf5-469e-a745-778c821ebdff,2025-06-10T06:12:32,88,D004
45,fae56ed2-df5e-4254-9741-ebe98e531535,2025-06-10T15:46:30,97,D009
46,fa8c895e-b4f2-443c-bf7a-9b8eac9d7bd1,2025-06-10T12:11:33,15,D010
47,c72180e5-d34e-454e-bc7e-3852c38dbede,2025-06-10T13:54:52,21,D015
48,73097dd0-69fb-4d65-9234-c2a43b8d941b,2025-06-10T06:03:32,93,D009
49,1e8316b8-ea58-4504-bf10-b92201703934,2025-06-10T15:06:46,98,D006
50,d405f44a-a8c4-4de4-9bb5-c2a55bf2d0d8,2025-06-10T15:14:31,14,D010
51,9fe3c43d-0a17-44f5-9b48-97624550f3d8,2025-06-10T15:14:30,78,D007
52,eb00609c-1091-4fb7-9196-b599bce876f0,2025-06-10T08:46:56,48,D006
53,fa2a0144-6027-4fd3-be6e-5a6b561992e0,2025-06-10T15:49:08,100,D017
54,17c15180-9dff-4dd6-8ced-6621c113c6a0,2025-06-10T06:00:37,77,D011
55,e3c9544d-acfc-456e-8229-0526745237b5,2025-06-10T14:53:41,3,D004
56,7145c0dd-516d-4f6e-b2a9-7f5398572357,2025-06-10T12:36:28,40,D008
57,29619fdf-04a7-4b37-87ad-99dcabb65443,2025-06-10T07:03:16,31,D019
58,e47df018-30ef-4c9d-8b5f-6f3aac68d711,2025-06-10T07:26:01,11,D016
59,37ec51cf-e8de-4615-bafd-8d3655493ae9,2025-06-10T07:15:35,98,D018
60,bff84b06-710e-42fb-a90d-62782bdbf447,2025-06-10T08:17:21,17,D016
61,5162b30b-9380-47e0-96d3-9344cb88fbd2,2025-06-10T09:00:21,34,D017
62,727b6194-57ad-46c0-8d0a-8b054bbddaea,2025-06-10T13:42:10,28,D018
63,2815562b-712f-432f-9b3b-b05bfbb25ba5,2025-06-10T09:39:42,92,D010
64,65dbfb54-8633-4ae7-8239-425b9ead6873,2025-06-10T13:15:48,86,D012
65,c14bc158-047e-4dc7-9f06-bd566815a40e,2025-06-10T13:58:31,67,D015
66,a1d8cb4c-936d-4452-8063-b95108b9c1bf,2025-06-10T08:12:10,32,D008
67,1d3d9af5-5408-42fe-b006-3fcf02e3ff8f,2025-06-10T07:09:56,44,D001
68,b7a232f3-ea05-4603-9493-d284732ee032,2025-06-10T10:11:20,76,D008
69,5ca41b4b-ca2a-4219-8571-af5a016854d1,2025-06-10T06:07:51,10,D002
70,421d2fe4-36a8-463e-8ecc-cd0a830dea55,2025-06-10T10:10:03,9,D002
71,46ea1a8a-e443-4f6a-a380-5b7ba1e9de2d,2025-06-10T12:00:54,10,D017
72,8e833f61-878b-4c53-9f7d-a2d1c39b1035,2025-06-10T10:19:57,36,D016
73,ddf2b85a-c03e-471d-86af-8836548c2ca9,2025-06-10T09:54:00,70,D005
74,8fd79723-f4e9-4d95-95f6-9c29a4216c59,2025-06-10T14:36:16,32,D016
75,8f618cdb-8e5b-431b-9be1-eb9c001da6fd,2025-06-10T13:24:37,25,D004
76,95a78836-bd15-4e53-834e-27ea6bfc788b,2025-06-10T07:45:52,85,D014
77,521a35f0-ec67-4ae2-bedd-36b78be18fb7,2025-06-10T12:26:59,55,D014
78,0087e9d0-8bbe-4dba-af50-2ceeba2e8d4d,2025-06-10T14:30:06,94,D002
79,095c1fd1-156d-4f15-8077-9e396eaa5185,2025-06-10T07:47:29,8,D013
80,6546b14f-d55d-49e8-a105-60a20bd0b827,2025-06-10T12:10:36,14,D008
81,051d5310-7344-4ba6-9f72-69353f959856,2025-06-10T09:29:16,25,D018
82,466caedf-801a-4b05-b0e7-9d1e56b4e369,2025-06-10T14:10:00,18,D014
83,4dd34e1c-e4b0-4a4c-8a38-4791f5b20156,2025-06-10T09:20:25,36,D015
84,8630dbca-82d4-4167-bade-2eec636a88eb,2025-06-10T10:32:51,10,D015
85,6b46fabe-f835-4c34-a53e-1e47fa765dab,2025-06-10T07:46:56,7,D018
86,5371c8f9-799b-43e1-9b52-2e18513b73ef,2025-06-10T06:16:07,12,D008
87,e6e61105-ab2c-4cfc-b300-26569b1609d3,2025-06-10T09:01:39,53,D016
88,6f9e4944-5334-4c97-ab34-ce77e2c4bfc7,2025-06-10T14:45:46,28,D013
89,472fba79-0a4f-4aaa-92c2-cec16115e92b,2025-06-10T07:04:02,22,D013
90,6c1b6e2e-046a-4589-bcac-a550c1230761,2025-06-10T06:02:21,50,D009
91,4ba326d9-ad2f-4fe2-afa6-002485f3dbb1,2025-06-10T14:16:59,37,D014
92,42a31cfa-2373-45b7-9a3b-e6b6c930473a,2025-06-10T14:51:34,20,D007
93,c62943e1-a66a-4cf5-ac93-9a6c874f80fd,2025-06-10T11:24:05,28,D002
94,65b5da8b-d02c-4a67-845d-ebe047a94e15,2025-06-10T15:52:13,8,D011
95,73ac89a5-c85f-4c9e-9b09-40a1d79864c7,2025-06-10T07:02:26,7,D019
96,9793ac59-2993-4341-95ce-e0b62530e74e,2025-06-10T14:40:46,65,D017
97,51909527-7954-41f6-ad4f-311c4e6e20e5,2025-06-10T08:51:57,8,D017
98,eb6ff9db-8d61-457e-a3c6-936892be62e7,2025-06-10T07:27:30,24,D003
99,deb32708-eb6f-4227-b411-646198297127,2025-06-10T07:14:13,87,D008
100,afb1e0e3-8fae-4787-9543-c66865e4b194,2025-06-10T13:21:01,16,D019
101,d5e712dd-3bd1-4e40-8ad3-d62dd5fe1834,2025-06-10T10:28:55,75,D020
102,2772fe04-c8cd-4294-b262-69e8885a8d76,2025-06-10T06:43:24,80,D003
103,b03ba148-6cb2-4c5a-867b-41d4b31672d2,2025-06-10T13:37:54,85,D019
104,66c19e5c-b5c2-4860-b9ae-269083ed1a65,2025-06-10T15:31:01,41,D009
105,c7ffa157-66dd-434e-9882-134ad872efc2,2025-06-10T09:43:06,86,D011
106,76d99f21-c0e0-4539-8d99-41c4c1984dea,2025-06-10T10:20:42,34,D013
107,9774473f-1663-45fa-9bf7-1efad9fca51e,2025-06-10T08:22:57,86,D010
108,612804e2-d398-49b7-8eba-1575b6634345,2025-06-10T14:19:24,41,D003
109,ae8d1b18-09c3-4e6d-8ec5-d2abde8711b5,2025-06-10T06:10:10,59,D020
110,36aff144-f124-4482-b8cf-a4e04ebe8a49,2025-06-10T07:49:12,10,D018
111,d7ce3e88-012c-40c0-84b1-d86e71f087bf,2025-06-10T09:52:49,65,D009
112,44b97f45-b76c-4bb6-981f-840254e4dd94,2025-06-10T08:24:40,45,D003
113,9c694c8e-89d9-44d6-a579-9e7349af8ea0,2025-06-10T10:26:49,48,D010
114,dd1c1516-f68a-41be-8ef9-ee8cbe227561,2025-06-10T08:52:18,57,D018
115,a28b2f5f-f98e-46c3-9762-64a156b92aaa,2025-06-10T11:30:25,79,D017
116,e4e759fb-b474-46ae-a9bf-b76600b41c11,2025-06-10T06:08:32,86,D018
117,1c668ae7-2b13-4041-ae40-626e4574b5b1,2025-06-10T11:27:00,85,D004
118,e4505922-27ff-4dab-b7cb-0204832c28bb,2025-06-10T08:26:40,34,D004
119,501bfb90-2aa8-4700-8eed-d749224396fa,2025-06-10T07:56:54,96,D018
120,d8ca3047-dca9-4f5f-88de-55b796254a1d,2025-06-10T08:49:47,35,D010
121,be4a6def-fa4b-4e15-bbaa-fbf41249403e,2025-06-10T09:50:03,92,D011
122,3741e971-9365-4604-9d03-745589d0e163,2025-06-10T09:42:22,88,D009
123,601650b3-fc33-4a7d-a4b4-96aae910f14a,2025-06-10T15:12:02,63,D009
124,1af0515f-c4a8-4a00-b6af-50ea0b8b8779,2025-06-10T06:55:29,12,D014
125,a206a011-3777-490c-a8f8-2e5888e89e7b,2025-06-10T11:02:12,6,D001
126,a5b08996-fe07-4355-a126-48dc4558dcac,2025-06-10T12:04:19,99,D005
127,6b966c29-af64-4760-b4ef-e85881f0576e,2025-06-10T10:46:07,21,D015
128,a1310a0d-388a-4c59-b5f8-adb56841e4c1,2025-06-10T13:47:08,72,D001
129,790011ca-b4e5-4641-a11c-2c384cd9584f,2025-06-10T08:02:11,10,D005
130,bb1d2573-af66-4225-b7ff-dc5f88c1889c,2025-06-10T15:55:55,5,D012
131,b705f410-7f9c-4d2a-af42-f9d3b6873ea1,2025-06-10T08:41:45,56,D005
132,1bea2ee3-a9a9-4a5b-be0f-13d8ae0b2055,2025-06-10T06:45:41,40,D012
133,1f0bc693-7e5a-405e-8477-d1bc11c847a5,2025-06-10T06:43:34,46,D007
134,48726f62-15ec-4cae-89ea-15fc68213e06,2025-06-10T10:32:33,86,D004
135,7bf5e3db-c559-4dfc-97c8-81405deb0e10,2025-06-10T12:26:18,100,D018
136,a31681fe-a31e-4f3e-babb-f086535fe2b0,2025-06-10T13:23:52,80,D005
137,1e62f547-1605-4740-99d5-19dd2a3d5c29,2025-06-10T10:18:34,21,D006
138,c5dd52ea-a551-4c06-b367-0ae7a4cdd883,2025-06-10T13:30:20,4,D006
139,7877bc2a-00df-49b2-8477-6c7ec5df29df,2025-06-10T12:02:50,53,D008
140,352b264d-13ee-4eaf-989a-09bc16f03fee,2025-06-10T10:51:25,21,D004
141,2275aadd-2d57-4068-b453-3e1c26619ce6,2025-06-10T12:57:50,5,D016
142,fa8fabaa-2650-4ed9-b957-08ddb66248a8,2025-06-10T10:02:57,26,D015
143,042efb03-f4e4-4781-b6c1-afbee57f64bf,2025-06-10T12:21:55,40,D008
144,43ab2082-9c46-4895-928f-1ec8faaba6c8,2025-06-10T10:03:29,4,D007
145,e5e9d7a4-0720-41ac-8c1e-baab1fbacf34,2025-06-10T13:15:13,43,D009
146,436e2140-928b-4fdf-b182-2f1116e90b40,2025-06-10T07:15:49,99,D009
147,8a950d0f-ecda-453c-8ec3-e31bbd6b719c,2025-06-10T12:23:32,83,D017
148,62696e79-84b7-4781-83e4-0475c6dfeb94,2025-06-10T13:16:33,87,D018
149,de83882f-f383-4fbe-a970-4e289e92b8c9,2025-06-10T12:01:42,4,D004
150,7a7f2734-32cb-4846-aa58-96a92047cab4,2025-06-10T10:45:18,23,D019
151,9add98ad-194a-4a31-9756-440cc5fd61bf,2025-06-10T10:49:57,5,D004
152,70740e9a-c5cd-4105-a5dc-7ae8a9a03067,2025-06-10T13:54:39,45,D011
153,6cd095a9-a759-42f1-ad01-a8e76dd7c5e1,2025-06-10T13:56:39,78,D017
154,d0823b59-1076-42c1-b075-faf6c94208cc,2025-06-10T08:06:18,50,D019
155,9404a917-406a-4394-bed9-802d027c64b6,2025-06-10T09:27:37,33,D002
156,d27d56eb-d666-420d-830b-4e1894dbf8d8,2025-06-10T13:56:17,1,D017
157,70ea4677-9eab-4714-9146-9b28d46b77bc,2025-06-10T15:48:07,88,D007
158,44884cec-1001-4b72-ba53-dfcbfdb89033,2025-06-10T12:37:49,56,D003
159,2e8dd278-52b5-4aa6-a512-69322945e1ed,2025-06-10T12:00:39,80,D011
160,5018e164-89a8-4e58-a732-25cf567a1c10,2025-06-10T08:16:07,93,D010
161,e0adf9c0-4984-4ad0-81f6-340563ad3899,2025-06-10T15:13:54,40,D014
162,b06d219d-8caa-494e-937c-ddf522f14344,2025-06-10T11:56:16,52,D010
163,eb369491-387c-46c6-bbd3-df2958f21a90,2025-06-10T08:19:01,25,D014
164,76f448a6-f2ba-4a8e-8139-5319c81abfe3,2025-06-10T12:54:07,87,D006
165,be9ce37e-2c15-4b40-a02d-8360226dc58b,2025-06-10T11:28:43,52,D018
166,1789251c-08e7-46ad-8cef-b4ef5ffee743,2025-06-10T06:00:26,39,D010
167,95288453-8e44-4d09-afbc-b0e2c56cae53,2025-06-10T09:49:34,56,D019
168,4e2f3e97-6143-4d39-a736-0a89660f17dc,2025-06-10T11:51:58,60,D015
169,a594c628-a184-4973-8713-abb7e890f962,2025-06-10T14:02:57,87,D007
170,fb73e882-9ad7-4ec3-9c85-5d6613e701a0,2025-06-10T15:18:20,61,D006
171,5b11986e-a951-4269-a84a-bc2958819223,2025-06-10T07:32:37,37,D017
172,296b2d6d-9298-44ad-bf3e-907304f15ffb,2025-06-10T12:06:06,12,D008
173,3338acd4-0ef5-4323-add6-775dc514f537,2025-06-10T11:39:03,29,D007
174,48832aca-9d35-408a-bcbb-a8c4d3df5987,2025-06-10T08:40:56,4,D002
175,9e621243-ccd4-401f-99db-255df5837677,2025-06-10T10:27:26,61,D020
176,d9d588d2-995e-4e84-8d62-27306c2c9aec,2025-06-10T07:19:32,59,D014
177,05987dbe-bd16-40d5-9a86-be4c4ce88c07,2025-06-10T09:32:22,92,D013
178,218f0ac9-67b1-47ec-b681-cf2708640d26,2025-06-10T14:59:59,52,D008
179,a9d192b4-3b60-4551-96d8-c399c6b1274d,2025-06-10T08:41:11,84,D001
180,38cde5e2-5bef-414d-8fed-59e3655dd469,2025-06-10T07:56:25,100,D014
181,a09a68a0-d1d0-4fa7-8d85-76bf1852110a,2025-06-10T09:59:01,23,D017
182,27de869c-04af-4dfd-b7df-96f7543e29cd,2025-06-10T14:27:24,7,D018
183,5a96569a-779c-4c12-9b45-7c1c12a9643e,2025-06-10T10:32:11,16,D015
184,2ac9df55-c532-41ce-8bf1-156b25b52610,2025-06-10T08:25:38,60,D017
185,dd90e436-9063-41cf-a150-bae3a735615b,2025-06-10T11:46:34,97,D015
186,8389a3da-7c1e-444a-acd6-3d33ae38752e,2025-06-10T15:11:21,55,D018
187,6384f06d-b6c7-4c7c-91f1-134be88c6e57,2025-06-10T14:07:03,21,D016
188,51122281-78fe-4454-9ec4-5d8519757dc1,2025-06-10T14:11:35,34,D008
189,46fe28c4-7355-4f7f-bb84-99dc51414969,2025-06-10T11:02:53,99,D017
190,d4eefd93-b277-47f6-b725-371228a21c5d,2025-06-10T14:49:18,81,D008
191,758f9dae-26f8-4152-876c-0f6fbe88fde9,2025-06-10T10:59:56,57,D003
192,3a91fd36-a8b0-4050-8fe8-68289babff78,2025-06-10T11:12:05,31,D009
193,9d41373e-e7fd-4bcc-8eab-dde8e1ab365e,2025-06-10T12:06:50,41,D018
194,25fddc76-dfaa-49b8-8c93-c115552bc1b9,2025-06-10T07:28:00,18,D005
195,38084e11-635e-4066-957f-e63c44b68f1f,2025-06-10T10:12:35,50,D005
196,2796e8a0-0ee8-4311-bdcb-6983763c8861,2025-06-10T09:53:41,9,D014
197,b887b9c9-b4f6-48ba-8d46-0d8d0e233b20,2025-06-10T13:25:12,43,D018
198,c937be9b-1232-4731-98db-5a52931131f9,2025-06-10T14:28:54,54,D002
199,1759ba66-0af1-4279-90c3-bbb10633f9a6,2025-06-10T09:45:55,54,D013
200,2be27c9d-2cc2-4c22-8ca8-ee963c1bf597,2025-06-10T06:21:20,98,D019
201,8e1ff4c8-9b49-4320-90b9-3e8554d5a728,2025-06-10T12:55:28,62,D001
202,7224da81-5de7-46dd-ae15-a540276d875e,2025-06-10T12:24:12,39,D013
203,9e7a9ad9-3a41-45af-a281-15326874c9e6,2025-06-10T13:37:40,69,D018
204,81dd9207-6888-4d0f-bfe0-e87530968314,2025-06-10T10:00:53,63,D008
205,abc0c316-9f25-4ae7-9079-69466cdbb3bd,2025-06-10T10:58:07,56,D016
206,b8337d9d-3688-42c5-9db4-e2416307f80f,2025-06-10T06:31:42,50,D011
207,799bf30e-7626-4410-adb2-8474baeecd51,2025-06-10T13:21:37,93,D006
208,69e4a0f5-40c7-41fc-8f94-2bbd517f5bd8,2025-06-10T14:30:30,17,D020
209,c0684b5d-5d75-46d6-a226-6ecc59e62b16,2025-06-10T15:43:24,4,D013
210,e8f6f318-905c-4cde-be60-9363c60fa952,2025-06-10T06:29:36,11,D014
211,4b586108-fde9-43f1-b40e-eadc9a6e8839,2025-06-10T08:28:13,60,D006
212,2aba0987-dcc2-4e4d-9068-39919e3b97fb,2025-06-10T06:54:55,34,D013
213,6afab269-d37e-4089-b330-ba49581a74cf,2025-06-10T11:57:33,28,D015
214,9b6fbdb7-55dd-488c-bcd2-de696b6fb5a6,2025-06-10T11:57:00,44,D013
215,bb2e35da-b3e5-427c-9eba-40d7cff3b34b,2025-06-10T11:03:55,97,D014
216,d3e768fb-1adb-4d95-a2c3-1ace8611fc27,2025-06-10T10:35:32,11,D016
217,8edc190e-8d09-47bf-8cb1-68e0413567c8,2025-06-10T06:21:10,96,D018
218,8302561c-dba0-4cb4-82b1-0b30c72a7797,2025-06-10T06:56:53,45,D008
219,a8fb3538-a3ee-418d-9272-a1d4b6003a92,2025-06-10T07:14:56,100,D002
220,bd3dc4b8-6127-439f-ae9b-46b424b6a520,2025-06-10T06:33:53,32,D007
221,2d2293ee-8854-47da-8bbe-6a04170cced3,2025-06-10T06:22:15,80,D005
222,4a95106d-8676-400c-a3a6-f0e81a6bc65d,2025-06-10T10:20:33,17,D016
223,922c78d2-ae12-4a82-bd8a-6285ff1f6433,2025-06-10T08:04:56,73,D007
224,b83d9a1c-4e53-4fb3-86a6-658ea72de121,2025-06-10T14:27:56,90,D009
225,fdeed54e-98cd-4873-b120-9826c0d45f4d,2025-06-10T12:42:55,22,D020
226,86197ad2-3491-428a-a597-1f8433ae0687,2025-06-10T08:05:06,100,D006
227,45a0804e-a297-4e7f-bbea-c6ea39e56029,2025-06-10T11:39:44,14,D019
228,de575677-21df-4a72-bee9-b898ccdd562e,2025-06-10T06:28:02,40,D019
229,42e013fb-dc0b-4b74-b745-57b801664475,2025-06-10T12:49:56,51,D007
230,76e86577-591a-4719-b5bd-50a4837f9c20,2025-06-10T07:23:00,76,D008
231,42794261-4072-4636-bfef-e8108194ab0f,2025-06-10T07:51:18,90,D010
232,71f34f95-a4c3-43bc-aca4-2c446c609fe7,2025-06-10T08:12:13,73,D002
233,05efd339-696a-4b9f-834f-0f609831dec2,2025-06-10T12:19:14,69,D014
234,75a6e073-09b1-4d30-996d-6cdb88a24bcb,2025-06-10T12:44:45,9,D017
235,e65af93d-b6e4-4331-97fe-ce09948737b4,2025-06-10T12:12:42,2,D014
236,0b93e0b3-872f-426d-a23a-c694ecc3b8fb,2025-06-10T14:55:25,14,D014
237,9f880d2b-38bf-4c5a-ae46-87dfe018b0a2,2025-06-10T12:35:36,82,D015
238,995ed25e-6103-4652-83c4-41d71ccbc0eb,2025-06-10T08:47:06,56,D006
239,ea6c2e98-7436-4633-8c1d-8640e277acbe,2025-06-10T15:29:53,84,D009
240,330a550d-3993-4e1e-adda-97be2603283a,2025-06-10T15:47:49,100,D016
241,a58bd9d9-9c6b-4245-bcdc-7907208f4802,2025-06-10T14:27:45,56,D019
242,200df9f7-6856-4015-b4bc-095d73983006,2025-06-10T10:53:09,42,D008
243,e0deab29-afa4-4a3a-ad40-25894ac512f4,2025-06-10T07:34:39,36,D015
244,da6205b5-b346-4095-8c97-803a1e951921,2025-06-10T10:26:21,97,D015
245,62d3d0a4-63ac-42d0-aace-5eda3d4c6f51,2025-06-10T12:53:57,44,D001
246,6f763934-7944-4ae8-98a0-7169a910bc1a,2025-06-10T14:59:54,42,D006
247,029c0d10-e0ca-40b2-9295-e6d5c3385fa9,2025-06-10T14:52:32,28,D012
248,0e4a7557-fb6a-4613-8b6c-d5b526ba3d57,2025-06-10T10:42:11,44,D009
249,e9de807b-0e75-4d85-a4ba-80f88322f520,2025-06-10T11:01:45,72,D001
250,154215a3-1915-40b4-a96e-fd529dc63413,2025-06-10T15:24:17,25,D003
251,89fdb3d3-f589-4a8e-830c-d522490e413e,2025-06-10T10:23:37,93,D014
252,5ea6fced-17ab-4f5b-affd-e8c1b1cc25d2,2025-06-10T14:53:39,72,D008
253,651a10ab-ab51-4763-9363-ece8ab1967d1,2025-06-10T14:40:01,83,D016
254,be151f33-9d2b-42a0-ab8e-b2965b9bc828,2025-06-10T14:09:31,3,D003
255,937825aa-322e-40b6-a60f-22a63a751219,2025-06-10T11:21:23,29,D013
256,f4b2e5d3-45bb-4948-8ce8-7641a6ddcd2a,2025-06-10T10:25:45,40,D019
257,2ccee4b3-98ac-4037-ae09-b386fc307339,2025-06-10T12:43:04,61,D018
258,353fffa5-2f74-4f80-a693-16ac698355a3,2025-06-10T15:39:54,45,D014
259,b054c912-2e89-47df-a131-524d038e8a04,2025-06-10T12:01:18,46,D015
260,5fe88cd7-14cd-48a8-858c-9c8ea4298a73,2025-06-10T10:55:54,40,D009
261,b0b1d195-0b6d-48c5-b608-3833e9c3408b,2025-06-10T10:11:48,16,D007
262,48a31b3d-ac58-4839-8313-f95391782aa9,2025-06-10T11:44:39,16,D018
263,b864ba6c-1a10-42c4-bc77-39924d421135,2025-06-10T09:22:13,25,D007
264,0591761a-45d4-4891-afd2-19a3ddcfc73e,2025-06-10T14:48:52,36,D019
265,6ce8aac6-f3d7-4e21-9f37-3ac25291e6fd,2025-06-10T15:33:02,77,D010
266,94eb83c3-8db1-460c-9c23-559fbced6abd,2025-06-10T07:49:48,25,D010
267,a83492fc-a81c-4210-9f53-d7f440236658,2025-06-10T10:08:28,47,D006
268,5946c0b7-b1a3-4931-b785-ffa40a3bd6c0,2025-06-10T11:30:09,2,D018
269,09f5aee4-d263-4583-9cda-1964b591c57c,2025-06-10T08:18:15,36,D002
270,0d26a63c-84f1-4cd3-a82d-af53aa1568da,2025-06-10T06:59:33,71,D010
271,89dd48e8-57e2-4ead-87ba-9ebb9a604e27,2025-06-10T08:17:55,82,D016
272,a4591f17-7f46-4067-8418-aa38f752ed59,2025-06-10T07:52:03,2,D019
273,5db504af-8427-4e17-a97a-b3402d77f335,2025-06-10T11:10:34,61,D016
274,59550ce2-74af-4bd0-8ebb-7a1757eca813,2025-06-10T14:01:06,44,D006
275,a806da1b-5630-450c-96c8-79b56df55284,2025-06-10T06:56:07,33,D016
276,9c460b3c-9a03-4502-bd6a-d61373375913,2025-06-10T08:04:36,9,D013
277,c8e52d6a-9218-4f8b-9c17-7995c840066d,2025-06-10T14:57:07,10,D019
278,ce14b44a-7c31-4946-b5cb-370f5e21037c,2025-06-10T06:58:33,20,D005
279,781e87f7-407d-42f3-b4d6-9139f220ebab,2025-06-10T11:31:52,11,D008
280,c5431f61-1259-4a72-b9b8-6736208e08d5,2025-06-10T08:09:22,72,D014
281,bc0af9a3-182b-42f8-8d6f-0e717d390c99,2025-06-10T10:06:30,100,D017
282,710783ac-6cfe-4f22-89af-87b2590e06c4,2025-06-10T12:55:28,58,D015
283,d42f2dbd-43fd-4eae-a674-0413aa9335c9,2025-06-10T11:24:47,76,D014
284,ae97c63a-90ba-4e3d-abde-e42cab40475c,2025-06-10T11:33:33,73,D020
285,372234bc-121d-4ab7-bdd9-ca205f7ec38c,2025-06-10T07:05:47,79,D004
286,3dbfede2-6333-4cb9-8040-daf2be9d45f4,2025-06-10T09:46:57,81,D007
287,9f0290da-9b82-4981-b2bc-0fd9ef692997,2025-06-10T10:49:03,85,D003
288,480b7676-9504-49ca-8255-3449bd60194c,2025-06-10T08:51:32,31,D006
289,f9291a05-d72d-4acc-9535-31e9692f7262,2025-06-10T07:21:59,21,D001
290,b82a91af-e390-4bb8-84eb-cf13d16a0e99,2025-06-10T13:26:12,58,D020
291,f0819348-259c-429c-9b94-e0e72b291e4b,2025-06-10T14:33:16,38,D002
292,ef96cbce-fabc-474b-a798-311842aac4d9,2025-06-10T10:12:50,37,D010
293,563427b9-36a1-4c57-b162-20741725b7e3,2025-06-10T14:15:55,10,D008
294,671cfd19-8495-4c2b-9293-7af36c5575f6,2025-06-10T10:48:57,81,D019
295,0c7e9750-e654-4769-9494-77c4dced297b,2025-06-10T09:36:04,55,D004
296,e580c194-bb13-4994-9205-683c6f8784fb,2025-06-10T15:54:48,29,D005
