trade_id,timestamp,instrument,price,quantity,buyer_id,seller_id
2024_T00210,2024-02-25 20:39:23.905177,GOOGL,180.98,853,B0002,S0008
2024_T00253,2024-02-26 08:49:25.907124,TSLA,1086.36,350,B0093,S0020
2024_T00051,2024-02-27 23:11:39.525075,MSFT,563.61,490,B0057,S0090
2024_T00337,2024-02-28 15:51:38.899684,GOOGL,672.1,6,B0081,S0018
2024_T00276,2024-02-29 02:50:03.332786,MSFT,486.14,966,B0059,S0030
2024_T00450,2024-02-29 04:27:39.160830,MSFT,1308.12,193,B0031,S0068
2024_T00158,2024-02-29 15:02:47.356543,TSLA,416.06,945,B0092,S0072
2024_T00147,2024-02-29 15:36:40.428831,TSLA,537.96,669,B0020,S0092
2024_T00208,2024-02-29 16:34:11.173529,AAPL,1079.49,331,B0029,S0044
2024_T00420,2024-03-01 07:41:53.850360,MSFT,1402.79,678,B0003,S0023
2024_T00374,2024-03-01 18:30:08.119041,AAPL,371.66,268,B0072,S0077
2024_T00025,2024-03-01 20:40:51.582689,AMZN,438.52,48,B0040,S0094
2024_T00011,2024-03-02 15:39:25.212837,MSFT,563.26,405,B0085,S0042
2024_T00489,2024-03-03 02:22:50.078412,AAPL,1330.81,894,B0011,S0059
2024_T00141,2024-03-04 02:25:28.069970,AMZN,1210.66,604,B0055,S0039
2024_T00404,2024-03-04 06:00:33.648917,GOOGL,145.24,869,B0063,S0099
2024_T00302,2024-03-05 22:20:55.589767,AMZN,1322.76,950,B0099,S0098
2024_T00172,2024-03-06 04:02:30.416237,GOOGL,432.07,486,B0042,S0052
2024_T00268,2024-03-08 01:27:43.276141,AAPL,786.81,611,B0053,S0024
2024_T00191,2024-03-08 07:54:58.086928,GOOGL,773.31,95,B0039,S0082
2024_T00201,2024-03-08 13:56:31.937941,MSFT,962.04,194,B0035,S0096
2024_T00046,2024-03-08 19:33:59.749117,AMZN,1441.6,775,B0007,S0055
2024_T00123,2024-03-09 01:58:33.814178,GOOGL,1181.03,605,B0056,S0004
2024_T00255,2024-03-09 09:30:17.349979,TSLA,1488.49,806,B0051,S0053
2024_T00254,2024-03-11 10:30:20.375330,MSFT,1444.24,149,B0011,S0052
2024_T00257,2024-03-11 12:20:42.033397,GOOGL,260.29,109,B0029,S0010
2024_T00284,2024-03-11 21:08:37.586732,GOOGL,1059.23,202,B0052,S0056
2024_T00142,2024-03-14 00:03:47.319622,GOOGL,1282.2,175,B0049,S0066
2024_T00198,2024-03-14 03:06:28.136451,MSFT,859.63,265,B0042,S0042
2024_T00305,2024-03-14 12:17:37.134229,AMZN,335.15,451,B0056,S0049
2024_T00412,2024-03-15 14:02:20.644768,AAPL,850.77,644,B0059,S0071
2024_T00461,2024-03-15 14:49:53.370266,TSLA,1430.76,373,B0084,S0050
2024_T00448,2024-03-22 01:34:41.592781,TSLA,431.29,972,B0070,S0031
2024_T00050,2024-03-23 01:59:58.722442,MSFT,1115.34,106,B0046,S0026
2024_T00187,2024-03-23 04:10:03.370060,TSLA,1161.87,759,B0090,S0061
2024_T00245,2024-03-24 01:16:51.356472,AAPL,107.64,949,B0053,S0028
2024_T00094,2024-03-24 04:28:03.846194,TSLA,209.78,425,B0046,S0030
2024_T00056,2024-03-24 07:29:48.866004,TSLA,1059.61,890,B0075,S0045
2024_T00153,2024-03-25 00:59:41.048341,AAPL,677.93,368,B0092,S0034
2024_T00161,2024-03-26 13:04:15.997231,MSFT,1092.03,299,B0069,S0036
2024_T00125,2024-03-26 15:39:30.570176,AAPL,1288.2,586,B0061,S0028
2024_T00233,2024-03-29 13:50:29.112114,GOOGL,353.71,194,B0043,S0088
2024_T00084,2024-03-30 03:55:18.253358,AAPL,638.58,561,B0009,S0091
2024_T00440,2024-03-30 05:54:08.765566,AMZN,1412.19,965,B0082,S0068
2024_T00289,2024-03-30 15:30:49.874500,TSLA,1401.65,456,B0066,S0068
2024_T00411,2024-03-30 22:40:28.850769,AAPL,790.7,848,B0029,S0076
2024_T00488,2024-03-31 02:23:09.393054,GOOGL,1436.35,998,B0070,S0071
2024_T00171,2024-04-01 14:44:43.379229,AAPL,1182.23,323,B0035,S0036
2024_T00348,2024-04-02 21:10:26.475974,MSFT,1359.13,97,B0017,S0019
2024_T00460,2024-04-04 11:01:51.923926,MSFT,1360.49,577,B0057,S0055
2024_T00353,2024-04-05 00:39:36.923284,AMZN,860.87,107,B0035,S0094
2024_T00298,2024-04-06 11:34:16.956676,AAPL,1149.84,909,B0072,S0079
2024_T00274,2024-04-06 14:44:33.319608,TSLA,1353.93,768,B0072,S0075
2024_T00006,2024-04-07 06:00:03.525941,MSFT,619.21,495,B0067,S0062
2024_T00480,2024-04-07 10:13:42.879078,AAPL,422.83,170,B0020,S0093
2024_T00324,2024-04-09 05:54:46.255004,GOOGL,1033.34,632,B0028,S0086
2024_T00427,2024-04-10 04:36:44.823061,TSLA,470.03,284,B0068,S0076
2024_T00357,2024-04-11 08:44:07.950407,AMZN,992.72,667,B0004,S0035
2024_T00204,2024-04-11 10:58:18.474425,AAPL,1230.27,678,B0039,S0081
2024_T00184,2024-04-12 01:38:26.199767,AMZN,1046.42,807,B0004,S0041
2024_T00339,2024-04-12 15:43:40.735364,AMZN,799.51,306,B0080,S0061
2024_T00232,2024-04-12 20:50:14.597448,AMZN,114.91,180,B0061,S0088
2024_T00444,2024-04-13 06:00:00.901611,MSFT,526.3,820,B0028,S0078
2024_T00044,2024-04-15 00:58:53.875398,GOOGL,447.56,643,B0082,S0010
2024_T00121,2024-04-15 18:54:33.748078,AMZN,1498.12,754,B0061,S0021
2024_T00218,2024-04-16 08:17:05.674973,AAPL,749.42,239,B0099,S0038
2024_T00393,2024-04-16 21:52:38.502189,MSFT,207.52,964,B0006,S0036
2024_T00266,2024-04-17 11:06:09.855317,GOOGL,376.75,17,B0049,S0025
2024_T00387,2024-04-18 22:38:22.301901,MSFT,673.3,553,B0073,S0044
2024_T00391,2024-04-20 02:20:28.959022,TSLA,715.19,639,B0028,S0088
2024_T00168,2024-04-21 01:21:10.959095,AMZN,339.22,651,B0019,S0069
2024_T00341,2024-04-21 02:10:58.563060,MSFT,915.14,774,B0059,S0020
2024_T00239,2024-04-21 13:28:07.818783,AMZN,180.04,852,B0088,S0089
2024_T00036,2024-04-21 14:02:12.847334,GOOGL,1433.49,438,B0027,S0075
2024_T00288,2024-04-21 18:09:36.213217,AAPL,542.23,786,B0058,S0069
2024_T00154,2024-04-22 05:04:19.347287,AMZN,1301.0,684,B0009,S0012
2024_T00385,2024-04-23 11:20:20.896127,GOOGL,1459.91,493,B0060,S0024
2024_T00035,2024-04-24 07:20:39.143169,AMZN,1164.83,476,B0035,S0034
2024_T00372,2024-04-25 15:17:01.414132,MSFT,796.59,837,B0066,S0064
2024_T00139,2024-04-26 19:49:14.554259,MSFT,963.57,970,B0009,S0029
2024_T00219,2024-04-28 02:00:29.015853,TSLA,419.93,865,B0084,S0033
2024_T00091,2024-05-01 22:40:27.449639,AAPL,1325.68,718,B0054,S0039
2024_T00188,2024-05-02 14:20:15.759255,MSFT,494.31,195,B0067,S0071
2024_T00317,2024-05-03 00:25:42.000696,GOOGL,1229.93,627,B0072,S0083
2024_T00395,2024-05-03 15:45:06.232807,AAPL,1226.53,607,B0057,S0036
2024_T00059,2024-05-03 15:49:33.323755,MSFT,563.12,897,B0078,S0003
2024_T00380,2024-05-04 07:49:00.320685,TSLA,1106.67,128,B0064,S0006
2024_T00394,2024-05-04 09:08:15.258911,AMZN,1484.44,696,B0018,S0051
2024_T00406,2024-05-04 22:39:26.757134,MSFT,514.06,917,B0016,S0098
2024_T00042,2024-05-04 22:54:19.781583,GOOGL,1117.56,447,B0048,S0029
2024_T00227,2024-05-05 03:55:46.203083,AAPL,829.22,326,B0052,S0061
2024_T00453,2024-05-08 19:04:00.653243,TSLA,165.97,272,B0044,S0013
2024_T00429,2024-05-09 08:48:47.515082,MSFT,330.61,137,B0008,S0024
2024_T00296,2024-05-10 07:46:14.119996,AAPL,469.52,753,B0078,S0093
2024_T00212,2024-05-10 12:43:37.374688,AMZN,911.38,961,B0061,S0078
2024_T00475,2024-05-10 21:08:00.757873,GOOGL,1247.77,761,B0096,S0020
2024_T00185,2024-05-14 07:14:30.257826,MSFT,1243.98,657,B0076,S0071
2024_T00077,2024-05-14 20:35:56.793710,TSLA,420.24,443,B0018,S0006
2024_T00295,2024-05-15 08:52:55.440832,TSLA,1136.82,580,B0079,S0044
2024_T00349,2024-05-16 23:19:40.097575,AAPL,143.79,92,B0089,S0029
2024_T00342,2024-05-17 03:35:49.550255,AAPL,573.05,25,B0071,S0065
2024_T00438,2024-05-18 06:43:21.819407,AAPL,297.24,606,B0030,S0006
2024_T00252,2024-05-19 02:34:04.077134,TSLA,1250.5,572,B0053,S0077
2024_T00013,2024-05-19 11:07:33.723149,TSLA,640.83,664,B0011,S0037
2024_T00111,2024-05-19 12:40:43.461980,AAPL,389.86,894,B0007,S0062
2024_T00065,2024-05-20 04:38:28.082183,MSFT,1137.63,583,B0040,S0078
2024_T00132,2024-05-20 16:31:37.761291,GOOGL,1405.5,801,B0060,S0090
2024_T00176,2024-05-21 02:16:48.338903,AMZN,368.99,79,B0064,S0078
2024_T00163,2024-05-21 04:55:11.472960,AMZN,451.21,19,B0030,S0099
2024_T00492,2024-05-22 19:57:30.714803,AAPL,723.31,671,B0011,S0015
2024_T00143,2024-05-23 04:11:09.559207,AAPL,1460.31,916,B0008,S0040
2024_T00053,2024-05-25 00:22:14.986443,AMZN,552.11,925,B0039,S0047
2024_T00316,2024-05-26 01:55:19.678426,AAPL,1063.51,32,B0073,S0020
2024_T00473,2024-05-26 16:42:13.742044,GOOGL,694.82,484,B0088,S0034
2024_T00482,2024-05-27 03:12:20.016628,AMZN,384.63,245,B0024,S0019
2024_T00249,2024-05-27 04:22:28.361853,AMZN,863.28,72,B0061,S0061
2024_T00251,2024-05-28 17:52:58.169869,TSLA,800.19,210,B0066,S0090
2024_T00355,2024-05-30 05:42:50.138385,AMZN,755.11,523,B0089,S0093
2024_T00244,2024-06-01 22:57:55.772768,TSLA,1263.71,891,B0035,S0090
2024_T00109,2024-06-02 01:34:54.998960,TSLA,950.22,96,B0025,S0008
2024_T00307,2024-06-02 09:29:32.083856,GOOGL,1231.15,531,B0019,S0062
2024_T00052,2024-06-03 00:16:01.525619,AAPL,1433.06,545,B0057,S0092
2024_T00102,2024-06-03 11:37:35.963817,MSFT,1057.46,562,B0045,S0063
2024_T00043,2024-06-04 12:48:43.557834,AAPL,407.52,934,B0052,S0033
2024_T00338,2024-06-05 00:11:04.001450,GOOGL,947.88,24,B0065,S0042
2024_T00437,2024-06-05 15:14:47.691427,TSLA,796.69,51,B0027,S0079
2024_T00099,2024-06-06 01:51:43.854435,GOOGL,1169.61,867,B0054,S0041
2024_T00303,2024-06-06 05:30:40.102032,GOOGL,457.89,466,B0038,S0004
2024_T00038,2024-06-06 18:47:34.795008,GOOGL,1427.57,127,B0069,S0063
2024_T00073,2024-06-06 20:07:58.523253,AMZN,1340.58,574,B0012,S0093
2024_T00273,2024-06-07 07:35:52.239736,TSLA,371.85,646,B0085,S0005
2024_T00021,2024-06-09 22:07:47.091108,TSLA,1412.93,638,B0042,S0028
2024_T00116,2024-06-11 14:11:19.647043,AMZN,1034.14,57,B0020,S0014
2024_T00369,2024-06-12 17:47:55.311258,TSLA,136.32,552,B0040,S0040
2024_T00058,2024-06-12 19:56:57.036380,AAPL,1140.09,989,B0004,S0014
2024_T00203,2024-06-12 21:20:49.046420,GOOGL,298.84,676,B0081,S0037
2024_T00183,2024-06-13 09:20:47.093912,AMZN,183.99,275,B0010,S0077
2024_T00423,2024-06-13 18:12:18.122967,TSLA,1117.52,201,B0022,S0039
2024_T00031,2024-06-13 18:45:46.180247,AMZN,343.89,979,B0011,S0028
2024_T00080,2024-06-14 12:03:51.585085,GOOGL,700.93,98,B0052,S0067
2024_T00470,2024-06-14 23:33:58.532390,GOOGL,214.54,26,B0070,S0078
2024_T00164,2024-06-15 17:19:23.264994,MSFT,1043.47,678,B0071,S0006
2024_T00108,2024-06-17 00:22:23.333343,GOOGL,232.76,424,B0027,S0030
2024_T00200,2024-06-17 05:46:25.728094,AAPL,997.31,711,B0044,S0089
2024_T00113,2024-06-17 23:24:48.378707,AAPL,863.17,579,B0073,S0002
2024_T00138,2024-06-18 07:51:29.540537,AMZN,1495.71,311,B0085,S0032
2024_T00462,2024-06-19 00:03:26.018420,AMZN,1436.09,111,B0026,S0060
2024_T00300,2024-06-19 12:55:17.514521,MSFT,113.8,448,B0074,S0089
2024_T00064,2024-06-20 03:53:31.058981,MSFT,656.71,732,B0051,S0057
2024_T00402,2024-06-21 13:29:08.872721,MSFT,118.79,264,B0023,S0099
2024_T00455,2024-06-21 14:28:34.883366,GOOGL,289.55,326,B0067,S0043
2024_T00301,2024-06-25 09:57:57.293677,TSLA,1474.67,153,B0076,S0078
2024_T00319,2024-06-26 05:21:45.181027,AAPL,1140.22,347,B0078,S0006
2024_T00476,2024-06-27 04:43:08.605661,MSFT,1213.35,597,B0019,S0051
2024_T00457,2024-06-30 22:12:35.620827,GOOGL,860.71,961,B0065,S0079
2024_T00426,2024-06-30 23:52:45.135170,AMZN,1421.77,564,B0059,S0033
2024_T00331,2024-07-01 14:56:11.013521,TSLA,381.86,997,B0067,S0013
2024_T00186,2024-07-01 22:16:12.720409,TSLA,1130.69,551,B0020,S0042
2024_T00363,2024-07-01 23:34:15.312742,AMZN,346.68,182,B0043,S0059
2024_T00007,2024-07-02 05:52:31.024069,AAPL,283.78,911,B0088,S0035
2024_T00458,2024-07-04 01:23:48.496579,AAPL,352.1,744,B0045,S0046
2024_T00299,2024-07-05 05:24:33.314024,GOOGL,488.06,625,B0047,S0085
2024_T00072,2024-07-05 16:47:14.386661,MSFT,521.44,906,B0038,S0042
2024_T00101,2024-07-08 23:29:53.280603,AMZN,453.06,956,B0092,S0008
2024_T00469,2024-07-09 10:08:36.363751,MSFT,1006.45,393,B0014,S0084
2024_T00487,2024-07-09 12:21:43.185151,AAPL,108.09,277,B0061,S0061
2024_T00361,2024-07-09 13:18:45.290920,MSFT,190.7,317,B0090,S0064
2024_T00246,2024-07-09 23:04:04.133829,AMZN,171.53,160,B0083,S0010
2024_T00012,2024-07-10 11:19:05.078712,AMZN,1211.25,353,B0030,S0063
2024_T00392,2024-07-11 02:58:59.064015,TSLA,1119.01,760,B0042,S0041
2024_T00223,2024-07-11 10:56:13.247308,AAPL,235.59,874,B0067,S0011
2024_T00258,2024-07-12 08:12:57.932085,AMZN,416.87,621,B0054,S0063
2024_T00156,2024-07-13 06:57:30.357441,TSLA,887.38,620,B0040,S0083
2024_T00088,2024-07-14 06:18:25.907501,AAPL,459.24,512,B0092,S0011
2024_T00287,2024-07-14 09:56:09.193901,AAPL,275.63,908,B0017,S0077
2024_T00416,2024-07-14 18:01:01.527964,TSLA,1240.17,554,B0026,S0018
2024_T00140,2024-07-16 07:18:15.889724,TSLA,377.07,383,B0031,S0046
2024_T00177,2024-07-17 13:30:49.748410,GOOGL,977.48,329,B0073,S0046
2024_T00285,2024-07-17 17:59:27.577275,GOOGL,339.18,232,B0009,S0017
2024_T00297,2024-07-18 15:05:33.854251,TSLA,768.23,723,B0024,S0002
2024_T00145,2024-07-18 15:52:28.640805,GOOGL,467.59,663,B0065,S0067
2024_T00034,2024-07-21 02:30:31.034115,MSFT,1211.81,640,B0036,S0056
2024_T00360,2024-07-22 06:45:20.738262,MSFT,506.96,737,B0013,S0006
2024_T00190,2024-07-22 21:24:19.961736,AMZN,1021.78,569,B0030,S0027
2024_T00441,2024-07-23 20:28:34.019596,MSFT,497.19,497,B0035,S0018
2024_T00230,2024-07-23 22:42:29.537977,GOOGL,426.65,597,B0065,S0095
2024_T00241,2024-07-24 07:55:41.515567,TSLA,494.41,874,B0025,S0024
2024_T00237,2024-07-25 04:26:35.362787,AAPL,443.78,634,B0083,S0078
2024_T00135,2024-07-25 12:45:51.843401,GOOGL,1482.05,963,B0021,S0031
2024_T00181,2024-07-27 01:32:27.408923,AAPL,908.19,137,B0022,S0099
2024_T00486,2024-07-27 07:57:28.824426,GOOGL,1484.92,747,B0040,S0096
2024_T00066,2024-07-27 09:55:35.162000,TSLA,1409.7,675,B0057,S0049
2024_T00312,2024-07-28 09:19:44.705145,GOOGL,908.33,142,B0031,S0091
2024_T00169,2024-07-28 15:27:17.069208,GOOGL,169.59,547,B0012,S0005
2024_T00281,2024-07-28 17:36:01.693005,GOOGL,584.19,855,B0092,S0074
2024_T00231,2024-07-29 15:26:40.543487,TSLA,815.87,743,B0088,S0072
2024_T00425,2024-07-29 22:58:50.219598,GOOGL,1470.96,484,B0019,S0040
2024_T00033,2024-07-30 00:19:24.089017,GOOGL,683.8,911,B0065,S0051
2024_T00238,2024-07-30 03:19:25.315612,AAPL,1465.21,156,B0047,S0043
2024_T00220,2024-08-01 18:04:21.003873,AMZN,1272.64,415,B0011,S0066
2024_T00032,2024-08-02 02:59:20.235879,AMZN,153.37,134,B0068,S0076
2024_T00344,2024-08-03 07:48:05.559862,GOOGL,944.01,803,B0013,S0051
2024_T00144,2024-08-06 02:57:47.293616,TSLA,142.97,144,B0081,S0029
2024_T00134,2024-08-06 17:33:44.671807,AMZN,966.89,931,B0071,S0069
2024_T00049,2024-08-08 13:39:14.451994,GOOGL,767.63,780,B0071,S0030
2024_T00481,2024-08-08 18:35:37.451468,TSLA,637.53,212,B0041,S0062
2024_T00466,2024-08-09 09:07:34.406059,GOOGL,182.11,934,B0067,S0071
2024_T00399,2024-08-09 23:56:00.945150,AAPL,1295.09,430,B0021,S0041
2024_T00272,2024-08-10 07:07:28.093971,GOOGL,1355.0,282,B0071,S0055
2024_T00483,2024-08-11 05:11:57.862842,AAPL,262.2,493,B0094,S0035
2024_T00010,2024-08-12 22:22:45.859666,AAPL,1415.66,153,B0004,S0090
2024_T00311,2024-08-13 13:28:30.912438,AMZN,273.47,244,B0052,S0050
2024_T00236,2024-08-14 16:22:36.130734,GOOGL,149.72,155,B0051,S0063
2024_T00327,2024-08-15 21:14:27.397529,MSFT,518.92,17,B0023,S0077
2024_T00351,2024-08-15 23:21:05.866532,MSFT,588.0,880,B0085,S0001
2024_T00148,2024-08-18 13:15:46.648134,GOOGL,682.38,695,B0060,S0035
2024_T00490,2024-08-20 23:03:55.458526,TSLA,713.02,667,B0020,S0048
2024_T00371,2024-08-20 23:33:20.226798,GOOGL,430.61,271,B0040,S0054
2024_T00350,2024-08-21 06:50:00.980371,AAPL,1391.02,92,B0095,S0073
2024_T00009,2024-08-22 02:55:31.259389,MSFT,1186.53,540,B0008,S0011
2024_T00215,2024-08-22 07:23:07.467008,MSFT,548.45,807,B0062,S0038
2024_T00087,2024-08-22 07:42:56.991620,TSLA,1179.08,600,B0018,S0027
2024_T00242,2024-08-23 07:37:22.349314,AMZN,754.22,550,B0064,S0091
2024_T00365,2024-08-24 19:36:43.531177,AMZN,928.04,975,B0033,S0051
2024_T00014,2024-08-25 03:56:08.719154,TSLA,1123.16,597,B0089,S0054
2024_T00496,2024-08-26 09:49:28.229610,AMZN,1310.71,825,B0028,S0040
2024_T00309,2024-08-26 23:11:29.537375,AAPL,1085.74,913,B0023,S0074
2024_T00017,2024-08-28 17:43:34.950525,AAPL,556.91,835,B0041,S0012
2024_T00105,2024-08-28 20:50:36.353464,AMZN,867.53,9,B0097,S0045
2024_T00079,2024-08-29 12:50:03.375408,TSLA,1135.9,138,B0006,S0010
2024_T00325,2024-08-30 21:22:02.016904,AAPL,543.35,367,B0052,S0099
2024_T00343,2024-08-31 11:35:16.133447,AAPL,1317.9,721,B0067,S0021
2024_T00136,2024-09-01 09:42:45.945786,GOOGL,1116.6,456,B0091,S0027
2024_T00493,2024-09-03 00:11:01.693482,MSFT,280.66,575,B0048,S0080
2024_T00401,2024-09-03 07:10:58.002301,AAPL,502.77,460,B0081,S0012
2024_T00048,2024-09-03 11:24:53.355191,AMZN,557.08,762,B0084,S0062
2024_T00167,2024-09-04 14:21:13.562211,MSFT,551.91,437,B0009,S0081
2024_T00376,2024-09-05 14:27:31.146765,GOOGL,997.23,494,B0065,S0026
2024_T00452,2024-09-05 22:59:44.506117,MSFT,1443.53,421,B0014,S0015
2024_T00023,2024-09-06 18:00:07.490685,AAPL,1142.14,299,B0022,S0066
2024_T00439,2024-09-07 02:36:29.567625,AMZN,1425.45,175,B0094,S0054
2024_T00041,2024-09-07 17:37:31.087452,TSLA,477.78,936,B0007,S0072
2024_T00407,2024-09-08 13:59:38.350166,TSLA,388.01,275,B0071,S0042
