trade_id,timestamp,instrument,price,quantity,buyer_id,seller_id
T000223,2025-06-01 19:00:44.600831,TSLA,162.32,39,B0027,S0043
T000825,2025-06-01 19:19:36.251783,TSLA,1001.12,415,B0062,S0008
T000729,2025-06-01 19:31:01.062003,MSFT,619.02,982,B0014,S0064
T000384,2025-06-01 20:33:31.306494,TSLA,332.49,753,B0007,S0097
T000727,2025-06-01 21:27:48.244040,GOOGL,507.79,458,B0058,S0049
T000449,2025-06-01 21:57:40.493651,GOOGL,203.29,429,B0005,S0028
T000412,2025-06-02 01:21:33.183152,AMZN,189.32,987,B0054,S0062
T000434,2025-06-02 01:49:04.437269,GOOGL,414.63,206,B0035,S0066
T000648,2025-06-02 03:04:10.113151,TSLA,1193.59,925,B0097,S0003
T000519,2025-06-02 05:13:40.398650,TSLA,379.87,205,B0015,S0063
T000888,2025-06-02 05:19:47.578548,MSFT,1324.93,878,B0014,S0005
T000218,2025-06-02 06:05:13.560370,AMZN,281.83,828,B0005,S0025
T000625,2025-06-02 06:32:09.143305,AAPL,919.53,84,B0096,S0057
T000826,2025-06-02 06:46:09.162178,GOOGL,1053.46,640,B0077,S0050
T000486,2025-06-02 07:04:31.859648,AAPL,1425.12,660,B0024,S0076
T000173,2025-06-02 07:22:42.317995,AAPL,967.38,308,B0037,S0043
T000758,2025-06-02 08:54:50.710592,GOOGL,611.79,64,B0095,S0091
T000221,2025-06-02 09:03:01.552407,AMZN,693.75,711,B0070,S0042
T000777,2025-06-02 09:08:17.326898,AMZN,590.09,123,B0004,S0066
T000491,2025-06-02 09:51:41.850713,TSLA,1126.0,295,B0003,S0053
T000136,2025-06-02 10:17:01.746087,AMZN,448.46,574,B0006,S0035
T000829,2025-06-02 11:02:33.580709,AAPL,615.91,707,B0035,S0090
T000411,2025-06-02 11:27:01.146474,AMZN,584.52,818,B0031,S0081
T000415,2025-06-02 12:09:00.887926,AMZN,1450.87,232,B0056,S0085
T000148,2025-06-02 12:54:09.743896,MSFT,1357.03,325,B0059,S0076
T000041,2025-06-02 12:57:28.875453,TSLA,792.54,74,B0023,S0083
T000713,2025-06-02 13:31:46.340425,AMZN,1213.16,869,B0036,S0095
T000036,2025-06-02 14:30:46.634654,TSLA,846.04,973,B0012,S0024
T000204,2025-06-02 15:50:24.711704,AMZN,230.14,416,B0073,S0071
T000495,2025-06-02 16:13:54.274613,AMZN,398.98,472,B0061,S0049
T000387,2025-06-02 18:54:31.409807,AAPL,1089.37,657,B0005,S0058
T000999,2025-06-02 19:03:07.316519,AAPL,512.39,464,B0055,S0064
T000791,2025-06-02 19:03:16.530631,MSFT,1046.2,186,B0013,S0018
T000619,2025-06-02 19:15:19.257139,AAPL,635.84,630,B0025,S0066
T000166,2025-06-02 20:02:18.523816,TSLA,1323.09,296,B0046,S0068
T000555,2025-06-02 21:27:15.944801,TSLA,1470.04,468,B0057,S0062
T000465,2025-06-02 21:37:15.294148,TSLA,1113.83,403,B0064,S0015
T000966,2025-06-02 22:30:47.869010,AMZN,1293.65,363,B0008,S0079
T000887,2025-06-02 23:03:02.456564,GOOGL,496.27,643,B0058,S0096
T000297,2025-06-02 23:26:54.683157,AMZN,248.9,945,B0060,S0036
T000572,2025-06-03 00:13:13.895570,GOOGL,905.39,170,B0002,S0033
T000515,2025-06-03 00:32:22.756457,AMZN,577.82,214,B0047,S0027
T000649,2025-06-03 03:06:31.633913,GOOGL,1193.3,20,B0063,S0095
T000918,2025-06-03 03:41:35.487913,MSFT,488.48,804,B0013,S0047
T000598,2025-06-03 04:41:52.413155,AAPL,1084.9,451,B0085,S0052
T000318,2025-06-03 04:42:20.366599,AMZN,1055.84,36,B0095,S0010
T000767,2025-06-03 05:10:44.878325,TSLA,1223.4,32,B0079,S0020
T000875,2025-06-03 05:22:34.055988,GOOGL,1333.32,147,B0043,S0073
T000205,2025-06-03 06:19:34.287924,AAPL,154.15,231,B0095,S0043
T000144,2025-06-03 06:19:45.324344,GOOGL,624.36,92,B0058,S0092
T000638,2025-06-03 07:15:18.567150,AMZN,948.33,417,B0079,S0056
T000566,2025-06-03 07:27:19.745363,GOOGL,1465.14,185,B0096,S0089
T000274,2025-06-03 09:40:48.343534,AMZN,646.41,641,B0018,S0038
T000214,2025-06-03 09:54:05.308226,AAPL,1006.38,889,B0041,S0097
T000797,2025-06-03 10:09:19.623986,AAPL,953.2,550,B0046,S0032
T000301,2025-06-03 10:48:37.063093,TSLA,1166.55,690,B0045,S0020
T000548,2025-06-03 11:17:34.622168,AMZN,456.07,864,B0027,S0050
T000232,2025-06-03 11:32:52.000189,MSFT,146.4,84,B0088,S0099
T000011,2025-06-03 11:36:34.065231,GOOGL,248.39,998,B0061,S0071
T000376,2025-06-03 12:11:02.244615,GOOGL,209.53,391,B0058,S0014
T000933,2025-06-03 12:33:11.756808,AAPL,469.19,550,B0041,S0023
T000653,2025-06-03 13:17:04.286732,TSLA,652.15,64,B0088,S0005
T000306,2025-06-03 14:10:16.171365,GOOGL,379.8,363,B0061,S0055
T000360,2025-06-03 14:38:36.879020,MSFT,774.41,173,B0038,S0038
T000820,2025-06-03 15:45:39.942555,AMZN,600.99,70,B0054,S0013
T000067,2025-06-03 16:32:59.351979,AAPL,1488.19,805,B0067,S0012
T000671,2025-06-03 17:23:46.942709,AAPL,437.06,272,B0012,S0012
T000229,2025-06-03 17:35:14.890659,MSFT,355.14,426,B0011,S0095
T000480,2025-06-03 17:35:43.539446,AMZN,1168.63,812,B0074,S0094
T000959,2025-06-03 17:46:41.895093,AAPL,1322.55,513,B0031,S0099
T000431,2025-06-03 17:56:11.335681,MSFT,1279.15,137,B0076,S0008
T000585,2025-06-03 18:23:14.013552,GOOGL,907.96,932,B0051,S0012
T000002,2025-06-03 18:44:43.666685,AMZN,335.12,495,B0037,S0098
T000355,2025-06-03 19:34:36.718984,GOOGL,1045.39,815,B0092,S0058
T000802,2025-06-03 20:11:12.379193,TSLA,1298.1,354,B0007,S0059
T000154,2025-06-03 20:30:35.275462,TSLA,1285.59,91,B0063,S0091
T000194,2025-06-03 20:35:08.176484,GOOGL,524.03,821,B0030,S0063
T000799,2025-06-03 20:58:18.556254,GOOGL,123.97,877,B0082,S0011
T000356,2025-06-03 21:03:38.923539,AAPL,1359.97,918,B0087,S0088
T000601,2025-06-03 21:19:52.172888,AAPL,129.13,619,B0086,S0038
T000803,2025-06-03 22:20:59.113579,MSFT,704.1,171,B0085,S0042
T000704,2025-06-03 23:00:15.704800,GOOGL,260.54,91,B0063,S0099
T000345,2025-06-03 23:40:07.414647,MSFT,794.19,677,B0016,S0074
T000294,2025-06-04 00:35:47.361568,TSLA,899.11,201,B0090,S0054
T000994,2025-06-04 00:42:21.278355,AMZN,171.37,8,B0057,S0057
T000447,2025-06-04 01:47:47.464164,TSLA,1432.11,244,B0076,S0014
T000328,2025-06-04 02:12:31.072998,MSFT,1086.73,186,B0074,S0084
T000623,2025-06-04 04:10:46.624542,AAPL,856.99,266,B0044,S0085
T000440,2025-06-04 07:06:38.246132,GOOGL,272.72,55,B0001,S0015
T000330,2025-06-04 07:10:03.186268,GOOGL,1393.16,962,B0054,S0017
T000116,2025-06-04 07:34:33.605396,GOOGL,352.82,506,B0093,S0061
T000267,2025-06-04 08:45:51.725313,AMZN,498.98,957,B0030,S0049
T000017,2025-06-04 11:01:37.096358,GOOGL,544.89,567,B0047,S0026
T000373,2025-06-04 11:23:29.916516,TSLA,930.86,389,B0032,S0056
T000033,2025-06-04 12:00:58.890341,GOOGL,1107.38,240,B0055,S0070
T000659,2025-06-04 12:42:23.270433,AAPL,318.95,836,B0017,S0057
T000006,2025-06-04 14:53:42.920338,GOOGL,1496.09,936,B0010,S0033
T000013,2025-06-04 15:00:44.584579,AAPL,1154.24,130,B0041,S0005
T000606,2025-06-04 15:10:35.992121,AAPL,185.38,443,B0001,S0029
T000290,2025-06-04 16:02:26.636254,MSFT,1153.42,939,B0028,S0079
T000656,2025-06-04 16:34:12.728394,AAPL,342.47,934,B0062,S0061
T000938,2025-06-04 17:05:11.677740,MSFT,659.38,155,B0018,S0059
T000466,2025-06-04 17:55:56.626159,GOOGL,1238.35,832,B0057,S0040
T000380,2025-06-04 18:03:01.174878,TSLA,1027.16,205,B0044,S0038
T000065,2025-06-04 18:24:07.350500,GOOGL,436.04,698,B0048,S0097
T000856,2025-06-04 19:26:28.318833,TSLA,866.7,427,B0079,S0068
T000391,2025-06-04 20:06:05.275687,AMZN,1190.66,932,B0004,S0049
T000201,2025-06-04 22:40:57.411207,MSFT,736.02,337,B0064,S0018
T000545,2025-06-04 22:47:34.088255,TSLA,327.58,564,B0087,S0033
T000870,2025-06-05 01:27:04.703455,AAPL,912.93,34,B0093,S0040
T000442,2025-06-05 01:57:28.198324,MSFT,593.03,96,B0070,S0017
T000198,2025-06-05 03:03:03.246339,AMZN,134.02,279,B0001,S0061
T000208,2025-06-05 03:06:25.747596,AAPL,856.6,811,B0019,S0074
T000806,2025-06-05 03:52:41.884645,TSLA,285.35,249,B0008,S0035
T000553,2025-06-05 04:23:41.596660,GOOGL,872.53,754,B0068,S0081
T000088,2025-06-05 04:25:22.889220,GOOGL,440.07,148,B0026,S0055
T000262,2025-06-05 04:40:24.503022,MSFT,472.95,590,B0031,S0017
T000723,2025-06-05 06:14:11.154681,GOOGL,215.22,772,B0001,S0003
T000084,2025-06-05 06:38:17.796868,GOOGL,1375.17,389,B0080,S0038
T000658,2025-06-05 06:49:44.375623,GOOGL,101.37,859,B0075,S0079
T000578,2025-06-05 07:23:26.272957,MSFT,274.91,717,B0061,S0015
T000385,2025-06-05 07:52:12.369936,TSLA,1353.77,855,B0066,S0082
T000641,2025-06-05 08:27:09.312473,TSLA,953.06,778,B0001,S0013
T000110,2025-06-05 09:36:30.710976,MSFT,821.36,24,B0035,S0059
T000303,2025-06-05 09:39:48.864583,GOOGL,1496.84,491,B0006,S0013
T000570,2025-06-05 10:02:21.873980,TSLA,1150.08,88,B0035,S0094
T000202,2025-06-05 10:53:00.529321,GOOGL,1412.29,759,B0078,S0001
T000132,2025-06-05 11:57:16.120196,TSLA,951.21,831,B0088,S0072
T000272,2025-06-05 12:38:48.596144,AMZN,261.38,105,B0020,S0091
T000573,2025-06-05 12:52:48.328553,AAPL,110.91,855,B0046,S0001
T000735,2025-06-05 13:01:26.989672,GOOGL,197.55,388,B0080,S0031
T000134,2025-06-05 13:05:22.005095,GOOGL,142.59,71,B0064,S0012
T000768,2025-06-05 13:53:29.961289,AAPL,1008.02,486,B0062,S0010
T000682,2025-06-05 14:42:49.791153,GOOGL,612.79,961,B0062,S0019
T000993,2025-06-05 15:14:54.666192,GOOGL,1415.77,428,B0059,S0012
T000996,2025-06-05 15:24:27.402730,MSFT,398.9,604,B0094,S0071
T000882,2025-06-05 15:52:30.409484,TSLA,993.45,340,B0099,S0015
T000178,2025-06-05 16:13:59.529557,AAPL,1117.39,636,B0099,S0019
T000880,2025-06-05 17:27:36.683398,GOOGL,740.78,398,B0010,S0048
T000956,2025-06-05 18:21:32.371086,MSFT,1452.94,923,B0008,S0026
T000082,2025-06-05 19:19:27.421799,MSFT,254.83,669,B0037,S0015
T000793,2025-06-05 20:04:47.949163,MSFT,172.62,204,B0021,S0041
T000784,2025-06-05 20:54:00.242753,GOOGL,336.93,491,B0049,S0083
T000009,2025-06-05 22:39:37.533576,AAPL,410.58,3,B0051,S0097
T000489,2025-06-05 22:55:41.854602,TSLA,1134.57,450,B0011,S0014
T000458,2025-06-05 23:46:21.419599,TSLA,310.28,554,B0005,S0026
T000053,2025-06-06 00:26:28.748464,AAPL,918.46,841,B0022,S0032
T000062,2025-06-06 00:39:35.438732,MSFT,691.89,846,B0024,S0082
T000158,2025-06-06 01:39:22.529973,GOOGL,1004.54,93,B0066,S0080
T000960,2025-06-06 01:54:00.991765,MSFT,787.78,798,B0049,S0043
T000140,2025-06-06 02:02:05.321292,TSLA,201.76,950,B0048,S0069
T000311,2025-06-06 02:40:27.167157,MSFT,396.34,667,B0045,S0081
T000099,2025-06-06 03:39:50.490948,GOOGL,1190.0,403,B0017,S0039
T000436,2025-06-06 05:08:40.108092,MSFT,795.58,171,B0083,S0031
T000149,2025-06-06 05:18:59.632585,MSFT,976.9,676,B0088,S0081
T000185,2025-06-06 05:25:59.128476,TSLA,304.58,318,B0026,S0006
T000680,2025-06-06 06:38:26.732259,TSLA,953.28,376,B0098,S0040
T000862,2025-06-06 07:26:14.526898,AAPL,1354.98,90,B0079,S0095
T000531,2025-06-06 07:29:23.324904,AMZN,446.71,546,B0039,S0050
T000496,2025-06-06 08:40:28.040438,MSFT,536.26,895,B0026,S0013
T000200,2025-06-06 08:50:44.200364,AAPL,391.74,22,B0076,S0097
T000923,2025-06-06 09:53:13.982083,AMZN,1371.98,164,B0073,S0043
T000872,2025-06-06 11:07:38.868730,AMZN,1287.07,32,B0072,S0086
T000510,2025-06-06 11:24:28.338126,TSLA,217.17,567,B0077,S0063
T000117,2025-06-06 12:13:02.500309,TSLA,1435.1,23,B0038,S0009
T000778,2025-06-06 12:16:25.552560,TSLA,337.15,395,B0022,S0031
T000078,2025-06-06 12:17:46.290492,TSLA,1369.05,652,B0004,S0074
T000885,2025-06-06 14:24:14.740904,AAPL,1155.54,421,B0016,S0088
T000210,2025-06-06 15:53:31.581240,AAPL,457.18,203,B0086,S0087
T000031,2025-06-06 16:29:21.703094,TSLA,722.02,454,B0025,S0019
T000575,2025-06-06 16:58:47.676214,TSLA,474.49,47,B0074,S0003
T000357,2025-06-06 18:21:00.762350,TSLA,1366.22,263,B0034,S0069
T000358,2025-06-06 20:10:17.762321,AAPL,528.1,800,B0001,S0020
T000319,2025-06-06 20:18:45.791474,AMZN,725.88,974,B0060,S0002
T000284,2025-06-06 20:47:27.256894,AAPL,664.96,531,B0062,S0097
T000722,2025-06-06 21:32:34.167532,TSLA,404.47,301,B0097,S0071
T000968,2025-06-06 21:48:30.798680,MSFT,1212.38,164,B0099,S0024
T000749,2025-06-06 22:52:11.065024,AMZN,992.12,863,B0071,S0070
T000857,2025-06-06 23:50:35.961724,GOOGL,871.19,126,B0017,S0007
T000471,2025-06-07 01:24:15.921396,AAPL,1214.41,759,B0044,S0020
T000599,2025-06-07 01:39:32.934129,AMZN,143.34,674,B0045,S0006
T000698,2025-06-07 03:11:40.638777,AMZN,1088.71,80,B0059,S0030
T000042,2025-06-07 03:32:51.698325,AAPL,710.19,480,B0059,S0047
T000973,2025-06-07 04:50:37.716179,TSLA,840.71,241,B0010,S0076
T000058,2025-06-07 06:13:07.313971,GOOGL,1352.7,628,B0004,S0060
T000647,2025-06-07 06:45:58.281328,AMZN,801.52,239,B0027,S0079
T000524,2025-06-07 10:00:43.479645,MSFT,176.05,323,B0013,S0080
T000176,2025-06-07 10:26:55.941209,GOOGL,464.3,497,B0057,S0061
T000418,2025-06-07 10:27:12.011904,TSLA,1146.63,165,B0063,S0047
T000374,2025-06-07 11:23:16.319768,MSFT,556.5,96,B0058,S0064
T000039,2025-06-07 11:52:13.740897,AAPL,1002.48,276,B0051,S0074
T000824,2025-06-07 12:05:58.341788,AMZN,497.21,520,B0060,S0086
T000948,2025-06-07 12:27:03.194530,GOOGL,779.17,726,B0087,S0009
T000128,2025-06-07 12:34:57.468436,AMZN,1344.24,145,B0032,S0035
T000126,2025-06-07 13:04:58.935067,GOOGL,1070.76,347,B0072,S0082
T000604,2025-06-07 13:09:21.551542,AMZN,923.71,348,B0004,S0054
T000732,2025-06-07 13:25:57.788535,GOOGL,595.42,930,B0038,S0068
T000167,2025-06-07 13:54:32.892700,MSFT,179.35,798,B0069,S0081
T000467,2025-06-07 14:42:58.574100,TSLA,1321.78,744,B0070,S0077
T000661,2025-06-07 15:05:34.258055,MSFT,684.03,941,B0020,S0003
T000855,2025-06-07 15:25:36.137626,GOOGL,733.03,934,B0033,S0016
T000353,2025-06-07 16:09:27.746034,GOOGL,551.17,93,B0081,S0004
T000617,2025-06-07 16:24:54.481459,AMZN,1326.83,394,B0001,S0041
T000071,2025-06-07 16:48:02.771645,MSFT,1081.72,260,B0071,S0084
T000839,2025-06-07 18:53:41.240076,GOOGL,369.85,813,B0017,S0060
T000239,2025-06-07 19:24:42.726848,TSLA,951.88,556,B0081,S0049
T000388,2025-06-07 19:39:54.277786,GOOGL,1312.27,856,B0014,S0056
T000074,2025-06-07 20:00:48.700879,TSLA,1252.62,705,B0031,S0025
T000935,2025-06-07 21:16:19.129736,GOOGL,217.02,692,B0090,S0082
T000435,2025-06-07 22:10:21.625167,GOOGL,1029.18,582,B0057,S0030
T000493,2025-06-07 22:30:59.847437,TSLA,574.82,25,B0060,S0092
T000654,2025-06-07 22:59:57.615095,AAPL,1496.93,813,B0090,S0022
T000780,2025-06-08 00:36:25.167462,AAPL,1284.84,286,B0083,S0099
T000753,2025-06-08 00:53:42.315519,AAPL,353.4,553,B0025,S0012
T000972,2025-06-08 01:02:42.779274,GOOGL,282.82,911,B0018,S0053
T000159,2025-06-08 02:48:16.443364,GOOGL,237.53,326,B0062,S0023
T000050,2025-06-08 03:35:13.309842,AMZN,293.05,660,B0015,S0076
T000341,2025-06-08 03:41:03.600445,AMZN,1416.73,720,B0069,S0075
T000639,2025-06-08 03:45:03.293271,AMZN,752.93,715,B0024,S0019
T000242,2025-06-08 03:59:11.464779,MSFT,831.2,941,B0041,S0096
T000213,2025-06-08 04:35:00.361969,GOOGL,604.12,540,B0007,S0072
T000931,2025-06-08 04:43:48.471284,AAPL,1473.06,573,B0052,S0053
T000540,2025-06-08 04:52:29.680784,AMZN,721.29,532,B0069,S0036
T000299,2025-06-08 05:29:41.914927,GOOGL,392.66,204,B0013,S0063
T000912,2025-06-08 07:57:43.189170,AMZN,1001.58,261,B0086,S0057
T000032,2025-06-08 08:19:32.132528,AMZN,1112.5,571,B0055,S0065
T000048,2025-06-08 09:02:32.223878,AMZN,124.03,465,B0070,S0046
T000734,2025-06-08 09:05:21.526898,MSFT,483.91,965,B0025,S0003
T000950,2025-06-08 09:06:11.061038,AMZN,1134.59,685,B0071,S0033
T000124,2025-06-08 09:19:57.983204,MSFT,1047.4,396,B0064,S0033
T000260,2025-06-08 10:08:40.545455,GOOGL,1384.73,331,B0031,S0056
T000672,2025-06-08 10:31:41.599909,AAPL,696.14,131,B0086,S0002
T000974,2025-06-08 11:32:40.862501,TSLA,560.27,124,B0009,S0035
T000409,2025-06-08 12:17:46.972811,AMZN,433.52,802,B0020,S0084
T000844,2025-06-08 12:20:58.064645,TSLA,615.1,455,B0061,S0036
T000473,2025-06-08 12:27:43.956810,AMZN,628.46,313,B0026,S0042
T000168,2025-06-08 13:30:13.400761,GOOGL,541.42,297,B0095,S0023
T000574,2025-06-08 13:53:34.501635,GOOGL,476.85,565,B0076,S0017
T000054,2025-06-08 16:28:35.198042,TSLA,734.16,262,B0099,S0064
T000936,2025-06-08 16:42:27.538750,AAPL,1044.28,667,B0005,S0053
T000344,2025-06-08 18:00:53.505280,TSLA,399.19,948,B0050,S0002
T000717,2025-06-08 18:04:37.902439,AAPL,1096.21,453,B0024,S0099
T000162,2025-06-08 18:36:46.848223,GOOGL,1017.94,847,B0032,S0039
T000254,2025-06-08 21:06:04.760422,TSLA,1455.04,930,B0029,S0077
T000322,2025-06-08 21:08:02.894884,AMZN,856.77,612,B0002,S0090
T000509,2025-06-08 21:13:19.268527,TSLA,107.3,23,B0070,S0051
T000182,2025-06-08 21:48:15.119986,GOOGL,770.02,553,B0039,S0077
T000111,2025-06-08 22:46:22.989702,AMZN,1497.1,643,B0022,S0094
T000644,2025-06-08 23:39:14.060327,MSFT,1486.62,241,B0095,S0040
T000234,2025-06-09 00:58:44.104248,AMZN,1113.35,799,B0028,S0071
T000534,2025-06-09 01:14:00.396766,MSFT,1116.25,588,B0064,S0088
T000023,2025-06-09 01:28:48.096112,TSLA,1133.21,428,B0091,S0092
T000094,2025-06-09 03:53:29.295017,TSLA,1477.72,136,B0053,S0051
T000666,2025-06-09 03:57:40.181487,GOOGL,341.76,586,B0093,S0061
T000579,2025-06-09 04:01:57.783322,GOOGL,1382.55,128,B0058,S0011
T000361,2025-06-09 04:20:17.187745,AAPL,1182.16,383,B0048,S0043
T000511,2025-06-09 05:00:55.850634,MSFT,468.97,270,B0067,S0020
T000884,2025-06-09 06:02:15.745303,AMZN,1441.39,478,B0091,S0038
T000953,2025-06-09 06:16:38.109758,MSFT,1177.59,380,B0049,S0018
T000375,2025-06-09 07:10:55.067392,MSFT,380.97,767,B0002,S0040
T000854,2025-06-09 07:58:56.961431,AAPL,497.65,469,B0091,S0062
T000977,2025-06-09 08:11:53.798428,TSLA,357.72,487,B0094,S0092
T000871,2025-06-09 09:13:20.305067,TSLA,1428.49,935,B0054,S0048
T000093,2025-06-09 10:28:42.664007,MSFT,497.5,952,B0015,S0050
T000382,2025-06-09 10:56:22.849057,AAPL,1219.66,985,B0088,S0081
T000539,2025-06-09 11:33:03.748397,TSLA,182.99,685,B0035,S0025
T000843,2025-06-09 11:55:48.392289,AMZN,280.08,116,B0004,S0055
T000247,2025-06-09 12:44:28.533412,AAPL,184.76,575,B0066,S0062
T000836,2025-06-09 12:57:20.196164,GOOGL,339.29,93,B0077,S0051
T000631,2025-06-09 13:06:40.495378,GOOGL,867.98,243,B0085,S0043
T000351,2025-06-09 14:24:48.645547,AMZN,273.11,755,B0011,S0067
T000230,2025-06-09 15:39:22.026026,MSFT,1085.66,947,B0009,S0040
T000580,2025-06-09 15:54:59.939069,AAPL,380.03,507,B0046,S0068
T000528,2025-06-09 16:42:01.015217,AAPL,215.96,464,B0043,S0009
T000981,2025-06-09 16:58:19.445889,AAPL,304.59,150,B0041,S0026
T000483,2025-06-09 17:27:05.313067,GOOGL,1280.22,73,B0009,S0040
T000670,2025-06-09 17:58:03.568638,AAPL,1476.56,6,B0093,S0063
T000557,2025-06-09 18:04:46.788908,AAPL,1348.4,385,B0045,S0070
T000034,2025-06-09 18:16:23.166340,MSFT,1430.72,353,B0019,S0034
T000907,2025-06-09 18:22:36.839809,AAPL,1371.39,671,B0084,S0043
T000917,2025-06-09 18:34:35.574313,MSFT,1145.96,809,B0097,S0090
T000962,2025-06-09 18:52:46.833992,TSLA,263.17,231,B0089,S0006
T000164,2025-06-09 19:34:38.644109,AMZN,163.2,765,B0036,S0082
T000616,2025-06-09 20:32:13.597359,TSLA,1098.02,59,B0016,S0016
T000181,2025-06-09 22:02:29.552775,AAPL,1244.54,810,B0023,S0025
T000313,2025-06-09 22:36:39.166261,MSFT,728.53,13,B0059,S0061
T000352,2025-06-09 22:52:51.005985,TSLA,1034.68,896,B0095,S0046
T000004,2025-06-09 23:06:02.521107,GOOGL,1324.13,705,B0099,S0012
T000498,2025-06-10 00:35:43.907165,AAPL,1492.32,103,B0010,S0086
T000127,2025-06-10 00:36:19.388398,AAPL,717.85,445,B0024,S0055
T000911,2025-06-10 03:16:00.069181,AMZN,272.06,338,B0005,S0074
T000005,2025-06-10 03:44:38.210986,AMZN,718.99,854,B0048,S0010
T000678,2025-06-10 04:49:47.027098,GOOGL,1154.07,378,B0097,S0007
T000008,2025-06-10 06:41:26.796257,AMZN,638.01,168,B0063,S0080
T000240,2025-06-10 08:58:25.706943,AAPL,588.36,618,B0077,S0029
T000051,2025-06-10 09:28:23.732467,AMZN,856.91,206,B0016,S0002
T000859,2025-06-10 13:20:57.165092,AAPL,542.88,583,B0044,S0053
T000731,2025-06-10 13:41:44.207100,GOOGL,1292.04,68,B0025,S0024
T000561,2025-06-10 14:05:23.125347,AAPL,512.71,947,B0048,S0042
T000541,2025-06-10 14:15:49.294069,MSFT,1037.36,803,B0084,S0066
T000049,2025-06-10 15:53:15.071970,AAPL,543.47,318,B0004,S0004
T000145,2025-06-10 16:22:03.284735,TSLA,653.01,745,B0066,S0009
T000119,2025-06-10 16:54:07.740401,MSFT,1059.37,174,B0015,S0015
T000462,2025-06-10 17:02:39.875358,MSFT,1246.45,983,B0051,S0083
T000273,2025-06-10 17:11:12.407580,TSLA,875.53,482,B0090,S0032
T000187,2025-06-10 17:31:03.678628,AAPL,313.55,936,B0085,S0015
T000516,2025-06-10 17:45:57.113109,AMZN,830.79,600,B0002,S0022
T000522,2025-06-10 18:43:22.479092,MSFT,892.19,324,B0061,S0099
T000142,2025-06-10 21:57:36.494687,AAPL,499.08,47,B0072,S0082
T000818,2025-06-10 23:12:48.268615,AAPL,1118.34,10,B0050,S0082
T000957,2025-06-11 01:22:54.580464,GOOGL,272.84,959,B0070,S0092
T000108,2025-06-11 01:40:42.635694,GOOGL,1377.21,219,B0009,S0011
T000024,2025-06-11 01:52:00.373365,MSFT,1307.42,450,B0029,S0079
T000613,2025-06-11 02:17:56.714552,MSFT,995.17,586,B0005,S0048
T000741,2025-06-11 02:30:20.928790,AMZN,246.15,724,B0018,S0011
T000090,2025-06-11 03:45:18.078492,MSFT,364.72,111,B0053,S0055
T000550,2025-06-11 04:31:50.182072,AAPL,736.06,177,B0038,S0042
T000482,2025-06-11 04:47:58.217192,GOOGL,297.99,328,B0097,S0045
T000335,2025-06-11 05:37:18.434041,AMZN,239.32,930,B0065,S0054
T000961,2025-06-11 07:37:20.906086,GOOGL,932.29,77,B0003,S0020
T000220,2025-06-11 08:23:04.858160,MSFT,1026.15,933,B0066,S0046
T000121,2025-06-11 11:23:53.705715,MSFT,570.47,814,B0039,S0033
T000636,2025-06-11 11:27:47.997934,GOOGL,732.38,451,B0003,S0076
