transaction_id,customer_id,date,amount,category
83,1315,09-07-2024,4497.17,Dining
84,1610,01-03-2025,3109.05,Electronics
85,1767,25-11-2024,3586.82,Utilities
86,1845,26-08-2024,1633.51,Groceries
87,1583,24-04-2025,2009.41,Dining
88,1944,07-02-2025,2076.45,Travel
89,1296,05-08-2024,1048.19,Groceries
90,1450,28-04-2025,2961.37,Dining
91,1128,26-01-2025,2885.57,Groceries
92,1480,17-09-2024,662.93,Groceries
93,1706,11-10-2024,4056.49,Dining
94,1312,28-05-2025,2831.47,Dining
95,1717,18-03-2025,3884.8,Electronics
96,1413,30-05-2025,801.6,Travel
97,1966,18-04-2025,4428.31,Utilities
98,1279,05-07-2024,2487.83,Utilities
99,1513,12-07-2024,4132.7,Healthcare
100,1553,06-11-2024,3499.84,Groceries
101,1506,11-01-2025,1261.73,Healthcare
102,1449,10-11-2024,791.74,Dining
103,1083,09-01-2025,1552.03,Groceries
104,1613,13-10-2024,1814.65,Dining
105,1041,07-05-2025,2046.42,Travel
106,1911,24-09-2024,2883.5,Electronics
107,1443,27-12-2024,569.94,Dining
108,1753,03-12-2024,4578.99,Dining
109,1331,31-05-2025,2889.3,Travel
110,1619,14-05-2025,1552,Travel
111,1257,13-06-2024,578.7,Dining
112,1027,10-04-2025,46.67,Electronics
113,1094,08-03-2025,977.52,Electronics
114,1235,05-02-2025,917.84,Healthcare
115,1985,23-01-2025,2785.76,Utilities
116,1691,28-12-2024,38.11,Dining
117,1857,08-04-2025,27.42,Utilities
118,1882,18-11-2024,1624.29,Utilities
119,1590,22-07-2024,3509.41,Healthcare
120,1602,16-11-2024,898.09,Utilities
121,1974,06-08-2024,2440.9,Utilities
122,1022,05-08-2024,1695.68,Groceries
123,1784,15-01-2025,401.04,Dining
124,1689,23-01-2025,4695.29,Travel
125,1842,21-01-2025,739.96,Electronics
126,1276,30-03-2025,800.26,Utilities
127,1591,08-06-2025,3518.02,Utilities
128,1042,17-07-2024,3761.96,Utilities
129,1782,03-06-2025,415.93,Healthcare
130,1775,20-07-2024,4437.8,Healthcare
131,1180,13-01-2025,1807.46,Utilities
132,1482,07-04-2025,1836.04,Groceries
133,1532,18-07-2024,1361.6,Dining
134,1668,10-04-2025,1994.75,Groceries
135,1453,28-09-2024,2651.49,Electronics
136,1939,11-05-2025,3099.47,Healthcare
137,1285,03-01-2025,3294.45,Healthcare
138,1186,16-05-2025,3482.4,Healthcare
139,1600,20-10-2024,282.49,Groceries
140,1447,15-05-2025,4440.79,Travel
141,1651,15-11-2024,2031.92,Healthcare
142,1834,19-09-2024,662.38,Electronics
143,1504,04-11-2024,2335.01,Electronics
144,1993,18-02-2025,3252.92,Groceries
145,1094,14-12-2024,94.44,Travel
146,1482,17-01-2025,492.89,Utilities
147,1357,31-01-2025,859.73,Travel
148,1419,09-12-2024,3406.32,Utilities
149,1342,23-06-2024,2857.91,Groceries
150,1329,14-08-2024,1268.05,Dining
151,1687,23-09-2024,858.2,Utilities
152,1108,12-11-2024,258.75,Travel
153,1879,03-08-2024,4339.27,Travel
154,1165,04-02-2025,1994.22,Dining
155,1338,31-01-2025,2409,Dining
156,1422,28-02-2025,4543.2,Dining
157,1711,05-03-2025,1711.56,Groceries
158,1508,12-11-2024,3676.05,Dining
159,1296,24-06-2024,4660.36,Electronics
160,1679,09-11-2024,4026.02,Healthcare
161,1968,20-05-2025,1012.31,Utilities
162,1411,16-05-2025,2866.46,Dining
163,1834,15-10-2024,1865.45,Healthcare
164,1779,04-03-2025,4761.97,Utilities
165,1564,09-09-2024,713.08,Utilities
166,1038,28-06-2024,1193.35,Electronics
167,1466,25-03-2025,2779.18,Healthcare
168,1091,10-12-2024,1992.49,Travel
169,1323,01-06-2025,3537.55,Utilities
170,1259,21-09-2024,57.28,Healthcare
171,1332,23-05-2025,249.63,Utilities
172,1119,31-10-2024,444.18,Electronics
173,1994,16-06-2024,1301.78,Travel
174,1792,18-10-2024,2229.94,Healthcare
175,1414,22-04-2025,2974.12,Travel
176,1886,13-04-2025,1149.45,Groceries
177,1527,04-10-2024,2009.67,Travel
178,1845,07-10-2024,382.01,Healthcare
179,1002,25-09-2024,3708.93,Healthcare
180,1674,02-05-2025,2659.97,Groceries
181,1891,16-12-2024,2503.34,Travel
182,1556,08-05-2025,503.12,Electronics
183,1474,06-03-2025,3173.17,Electronics
184,1424,01-03-2025,39.8,Dining
185,1056,17-07-2024,1828.09,Electronics
186,1193,12-05-2025,3613.22,Groceries
187,1531,05-09-2024,2829.65,Utilities
188,1371,31-07-2024,2484.28,Utilities
189,1638,03-10-2024,4906.18,Groceries
190,1775,24-03-2025,4877.28,Healthcare
191,1511,28-11-2024,3348.2,Groceries
192,1641,05-04-2025,143.41,Electronics
193,1453,25-04-2025,649.99,Dining
194,1779,11-10-2024,372.7,Groceries
195,1053,21-09-2024,657.83,Groceries
196,1209,19-03-2025,600.19,Dining
197,1274,17-11-2024,2813.94,Utilities
198,1563,29-01-2025,2750.79,Groceries
199,1135,14-02-2025,3605.75,Groceries
200,1950,13-07-2024,636.01,Groceries
201,1295,20-08-2024,1138.09,Groceries
202,1449,27-11-2024,751.23,Dining
203,1902,30-08-2024,2827.68,Electronics
204,1716,29-05-2025,4209.68,Healthcare
205,1497,24-04-2025,4157.55,Dining
206,1125,14-11-2024,2878.87,Healthcare
207,1030,23-03-2025,4255.73,Dining
208,1997,14-12-2024,3770.98,Healthcare
209,1646,30-03-2025,2929.53,Dining
210,1624,26-12-2024,2530.08,Groceries
211,1819,11-05-2025,2968.98,Groceries
212,1246,01-11-2024,520.19,Electronics
213,1727,23-04-2025,2679.95,Electronics
214,1163,30-06-2024,4689.85,Utilities
215,1319,26-12-2024,4543.23,Electronics
216,1565,12-04-2025,4572.86,Dining
217,1015,09-08-2024,4053.72,Dining
218,1566,04-07-2024,391.24,Utilities
219,1418,07-10-2024,4212.38,Electronics
220,1096,11-03-2025,4011.35,Healthcare
221,1231,22-12-2024,3231.39,Dining
222,1862,12-11-2024,420.99,Electronics
223,1935,31-07-2024,3009.7,Groceries
224,1117,08-04-2025,4868.11,Electronics
225,1473,05-05-2025,4520.67,Dining
226,1970,29-12-2024,2335.89,Travel
227,1121,16-05-2025,4153.3,Groceries
228,1664,15-01-2025,2300.15,Utilities
229,1853,20-06-2024,3481.48,Electronics
230,1158,15-08-2024,557.94,Electronics
231,1511,22-08-2024,3959.62,Travel
232,1956,14-05-2025,1552.32,Travel
233,1734,28-04-2025,921.67,Utilities
234,1299,25-08-2024,2808.64,Healthcare
235,1522,30-04-2025,2341.38,Groceries
236,1723,01-07-2024,1194.93,Travel
237,1280,13-09-2024,2063.17,Utilities
238,1426,21-06-2024,1930.47,Healthcare
239,1855,03-12-2024,1732.41,Travel
240,1495,28-06-2024,403.24,Electronics
241,1484,31-05-2025,4628.75,Travel
242,1250,26-10-2024,1192.48,Electronics
243,1468,09-03-2025,355.1,Dining
244,1565,25-08-2024,1505.39,Travel
245,1149,23-09-2024,2877.65,Groceries
246,1393,30-10-2024,4883.77,Healthcare
247,1196,24-04-2025,3959.67,Groceries
248,1944,06-12-2024,2351.79,Groceries
249,1614,22-12-2024,2250.41,Utilities
250,1521,10-11-2024,3799.83,Healthcare
251,1765,10-02-2025,3230.59,Electronics
252,1901,02-06-2025,3542.86,Dining
253,1140,27-07-2024,2308.13,Dining
254,1885,28-02-2025,863.4,Dining
255,1072,20-06-2024,3758.72,Healthcare
256,1283,10-09-2024,1488.85,Groceries
257,1792,31-10-2024,3178.61,Electronics
258,1809,15-12-2024,991.78,Dining
259,1875,25-01-2025,4417.29,Groceries
260,1425,29-11-2024,4300.34,Groceries
261,1349,16-08-2024,3115.07,Utilities
262,1957,13-05-2025,2314.89,Travel
263,1807,10-12-2024,2479.56,Utilities
264,1520,22-01-2025,3019.99,Electronics
265,1274,09-01-2025,4335.71,Dining
266,1841,22-10-2024,1812.71,Groceries
267,1003,20-10-2024,556.04,Healthcare
268,1290,11-08-2024,4520.5,Travel
269,1744,30-04-2025,3764.65,Electronics
270,1306,22-05-2025,4257.79,Groceries
271,1858,17-09-2024,1117.89,Utilities
272,1602,26-03-2025,2595.04,Healthcare
273,1594,27-04-2025,3383.36,Healthcare
274,1676,03-03-2025,219.84,Dining
275,1502,14-07-2024,787.68,Travel
276,1887,27-09-2024,4579.37,Utilities
277,1153,19-06-2024,239.14,Utilities
278,1458,06-11-2024,4031.37,Healthcare
279,1552,28-06-2024,1354.7,Groceries
280,1496,11-08-2024,2672.04,Travel
281,1354,06-05-2025,98.72,Electronics
282,1341,17-01-2025,1487.66,Electronics
283,1566,07-04-2025,1468.59,Electronics
284,1782,31-08-2024,2908.01,Healthcare
285,1557,07-05-2025,2096.71,Healthcare
286,1387,02-09-2024,257.57,Dining
287,1467,15-02-2025,157.7,Electronics
288,1956,04-09-2024,253.95,Travel
289,1330,27-02-2025,1438.97,Utilities
290,1891,28-08-2024,3009.03,Travel
291,1194,21-09-2024,2097.66,Electronics
292,1715,17-02-2025,1774.91,Travel
293,1245,15-11-2024,1144.13,Travel
294,1586,25-12-2024,2078.92,Travel
295,1393,16-06-2024,1443.48,Dining
296,1240,10-05-2025,843.12,Travel
297,1877,08-04-2025,1912.81,Healthcare
298,1795,03-04-2025,3897.13,Utilities
299,1421,28-02-2025,3470.89,Utilities
300,1045,12-06-2024,696.41,Groceries
301,1326,10-12-2024,1833.01,Dining
302,1763,28-05-2025,2971.53,Dining
303,1485,30-07-2024,4614.6,Healthcare
304,1723,15-02-2025,1108.01,Dining
305,1936,15-08-2024,3910.54,Travel
306,1831,28-01-2025,1158.49,Travel
307,1391,16-04-2025,2979.19,Utilities
308,1396,12-06-2024,427.22,Utilities
309,1680,03-09-2024,4787.54,Dining
310,1812,15-09-2024,4615.15,Travel
311,1841,31-01-2025,3149.5,Utilities
312,1668,17-04-2025,297.94,Travel
313,1156,05-10-2024,505.78,Electronics
314,1508,12-03-2025,1663.78,Travel
315,1988,11-03-2025,2336.47,Dining
316,1038,13-02-2025,548.12,Healthcare
317,1130,23-09-2024,3555.17,Utilities
318,1515,20-11-2024,3761.95,Travel
319,1989,22-05-2025,925.81,Utilities
320,1605,02-11-2024,915.48,Groceries
321,1340,05-05-2025,1557.14,Groceries
322,1891,22-10-2024,333.84,Electronics
323,1103,04-12-2024,2459.25,Electronics
324,1896,14-09-2024,4332.09,Groceries
325,1866,01-09-2024,2108.42,Travel
326,1451,07-12-2024,4848.44,Electronics
327,1103,04-10-2024,68.68,Electronics
328,1539,26-02-2025,62.57,Healthcare
329,1933,28-12-2024,333.55,Groceries
330,1468,25-04-2025,1333.15,Electronics
331,1016,06-02-2025,4592.44,Groceries
332,1740,10-11-2024,3986.94,Travel
333,1148,21-01-2025,1091.05,Dining
334,1420,18-07-2024,1653.15,Healthcare
335,1892,11-06-2024,2639.8,Dining
336,1671,24-12-2024,3686.12,Utilities
337,1994,21-02-2025,2244.63,Travel
338,1159,02-05-2025,1534.34,Utilities
339,1077,30-04-2025,793.78,Utilities
340,1481,01-11-2024,2695.83,Dining
341,1801,13-01-2025,1215.57,Electronics
342,1993,15-02-2025,3970.71,Groceries
343,1272,25-01-2025,3809.49,Utilities
344,1347,31-01-2025,3811.06,Groceries
345,1639,26-09-2024,3084.2,Electronics
346,1710,02-10-2024,3423.54,Utilities
347,1408,01-03-2025,4558.41,Groceries
348,1666,20-07-2024,2409.09,Travel
349,1083,13-12-2024,2385.95,Utilities
350,1873,03-07-2024,4671.53,Groceries
351,1337,17-10-2024,4914.78,Healthcare
352,1873,24-09-2024,1249.74,Healthcare
353,1691,12-02-2025,2977.67,Healthcare
354,1880,13-10-2024,3949.27,Healthcare
355,1547,09-05-2025,834.99,Healthcare
356,1390,24-09-2024,3846.89,Utilities
357,1978,18-09-2024,821.81,Utilities
358,1325,18-02-2025,1509.47,Dining
359,1642,12-03-2025,3644.33,Travel
360,1736,21-05-2025,1185.21,Utilities
361,1909,17-02-2025,1625.61,Utilities
362,1778,03-10-2024,218.32,Electronics
363,1500,21-08-2024,1017.95,Utilities
364,1894,06-08-2024,3027.54,Healthcare
365,1555,26-12-2024,84.42,Utilities
366,1037,02-04-2025,194.49,Utilities
367,1633,10-09-2024,4857.09,Electronics
368,1071,24-05-2025,282.73,Electronics
369,1241,01-07-2024,1506.57,Dining
370,1647,17-04-2025,2269.15,Utilities
371,1701,07-05-2025,342.43,Healthcare
372,1944,16-04-2025,4204.35,Dining
373,1295,19-04-2025,1562.26,Groceries
374,1233,28-01-2025,732.52,Travel
375,1765,12-11-2024,2518.67,Groceries
376,1093,20-02-2025,1250.85,Utilities
377,1445,11-10-2024,3689.04,Utilities
378,1101,28-02-2025,1627.81,Dining
379,1779,02-08-2024,1302.74,Utilities
380,1649,16-03-2025,4692.01,Groceries
381,1721,18-06-2024,3573.42,Utilities
382,1894,18-02-2025,1424.28,Electronics
383,1103,19-12-2024,3208.28,Utilities
384,1455,01-10-2024,629.08,Dining
385,1171,17-09-2024,3098.12,Groceries
386,1711,27-05-2025,2995.46,Groceries
387,1307,18-11-2024,3621.97,Travel
388,1926,13-11-2024,3750.88,Utilities
389,1030,06-11-2024,3674.86,Utilities
390,1048,22-03-2025,2217.16,Utilities
391,1333,22-06-2024,1821.61,Electronics
392,1816,21-01-2025,4316.09,Healthcare
393,1058,10-03-2025,4730.72,Dining
394,1301,17-01-2025,1127.05,Electronics
395,1368,21-04-2025,986.28,Electronics
396,1384,21-08-2024,4780.01,Electronics
397,1442,20-10-2024,3421.13,Electronics
398,1150,18-03-2025,2004.23,Groceries
399,1251,13-03-2025,101.03,Electronics
400,1544,03-09-2024,1600.73,Groceries
401,1422,02-03-2025,1064,Utilities
402,1580,02-01-2025,3890.47,Dining
403,1699,11-02-2025,2951.87,Travel
404,1812,09-04-2025,920.21,Electronics
405,1185,10-12-2024,4956.75,Dining
406,1175,27-05-2025,1737.06,Healthcare
407,1180,09-06-2025,2569.35,Healthcare
408,1081,24-02-2025,2791.89,Travel
409,1625,26-10-2024,1116.05,Groceries
410,1892,23-12-2024,2286.08,Electronics
411,1392,03-10-2024,1244.36,Electronics
412,1635,03-05-2025,3991.73,Electronics
413,1700,14-08-2024,2557.15,Healthcare
414,1247,01-05-2025,4460.22,Groceries
415,1510,19-02-2025,1235.14,Groceries
416,1935,15-05-2025,4671.6,Electronics
417,1598,11-01-2025,1166.06,Travel
418,1147,18-08-2024,1705.23,Dining
419,1238,01-10-2024,3147.21,Utilities
420,1473,16-07-2024,4192.09,Electronics
421,1654,08-12-2024,1044.92,Utilities
422,1261,28-07-2024,908.04,Healthcare
423,1471,23-03-2025,1153.86,Dining
424,1262,17-09-2024,1554.58,Electronics
425,1683,17-03-2025,4226.44,Electronics
426,1010,18-04-2025,766.87,Healthcare
427,1921,12-01-2025,3791.97,Utilities
428,1824,01-04-2025,4667.36,Groceries
429,1477,29-05-2025,113.09,Healthcare
430,1923,19-08-2024,2852.43,Dining
431,1295,27-02-2025,1874.67,Healthcare
432,1694,24-05-2025,3574.32,Healthcare
433,1560,17-10-2024,2295.89,Dining
434,1162,18-02-2025,279.55,Utilities
435,1076,13-07-2024,1154.61,Utilities
436,1453,03-09-2024,228.89,Utilities
437,1968,24-10-2024,4579.69,Dining
438,1354,03-09-2024,2001.81,Utilities
439,1602,25-03-2025,631.94,Groceries
440,1307,13-05-2025,4108.39,Electronics
441,1655,06-10-2024,1636.63,Utilities
442,1986,19-11-2024,4095.17,Dining
443,1435,11-04-2025,2439.93,Utilities
444,1707,19-05-2025,453.42,Healthcare
445,1257,15-10-2024,4736.31,Utilities
446,1468,31-10-2024,1624.71,Utilities
447,1866,18-09-2024,4296.7,Utilities
448,1310,22-01-2025,275.42,Utilities
449,1204,01-10-2024,2940.85,Groceries
450,1394,06-12-2024,4831.96,Groceries
451,1874,05-05-2025,3172.08,Healthcare
452,1495,24-07-2024,3492.83,Travel
453,1110,08-12-2024,1370.55,Dining
454,1243,29-06-2024,765.8,Groceries
455,1391,11-05-2025,3239.91,Travel
456,1586,10-02-2025,3436.95,Utilities
457,1368,21-01-2025,1499.27,Travel
458,1589,20-01-2025,1707.74,Dining
459,1303,05-02-2025,1531.21,Electronics
460,1717,06-07-2024,398.09,Electronics
461,1303,09-12-2024,3105.15,Travel
462,1023,20-05-2025,1859.82,Groceries
463,1850,23-08-2024,1864.45,Healthcare
464,1675,20-12-2024,442.57,Healthcare
465,1406,25-07-2024,1607.11,Groceries
466,1282,11-05-2025,2555.91,Travel
467,1009,28-02-2025,4064.24,Healthcare
468,1580,04-11-2024,4707.19,Travel
469,1886,31-12-2024,3854.62,Utilities
470,1703,02-10-2024,381.46,Dining
471,1797,16-11-2024,460.21,Groceries
472,1763,29-06-2024,1251.08,Groceries
473,1997,13-05-2025,4886.38,Utilities
474,1051,06-05-2025,4868.72,Dining
475,1933,06-08-2024,1729.57,Healthcare
476,1621,01-08-2024,111.5,Electronics
477,1764,25-08-2024,3578.91,Travel
478,1509,20-10-2024,1119.95,Dining
479,1853,14-11-2024,3444.47,Groceries
480,1926,16-01-2025,3058.15,Electronics
481,1925,21-05-2025,1273.37,Groceries
482,1294,27-05-2025,3811.65,Utilities
483,1795,03-12-2024,346.57,Utilities
484,1819,03-08-2024,3566.19,Travel
485,1236,09-10-2024,2354.88,Electronics
486,1622,09-05-2025,1669.24,Healthcare
487,1822,13-03-2025,2488.58,Utilities
488,1361,18-08-2024,3783.47,Groceries
489,1225,07-04-2025,1792.92,Dining
490,1652,10-07-2024,4747.22,Groceries
491,1195,15-12-2024,4471.21,Dining
492,1636,16-10-2024,1964.7,Dining
493,1257,09-02-2025,3988.72,Utilities
494,1695,16-08-2024,872.52,Healthcare
495,1774,08-10-2024,2577.08,Dining
496,1739,10-02-2025,3249.73,Utilities
497,1786,01-07-2024,4903.4,Healthcare
498,1676,10-06-2024,2050.85,Dining
499,1698,01-12-2024,92.16,Electronics
500,1859,23-09-2024,3920.25,Electronics
501,1141,29-08-2024,606.02,Utilities
502,1644,31-03-2025,2055.53,Travel
503,1100,05-04-2025,4227.65,Dining
504,1926,13-08-2024,376.8,Utilities
505,1643,18-01-2025,3349.73,Groceries
506,1662,01-04-2025,2684.55,Electronics
507,1041,09-08-2024,1826.6,Dining
508,1317,16-12-2024,4742.68,Travel
509,1808,09-04-2025,2165.71,Dining
510,1452,01-04-2025,1583.13,Utilities
511,1035,07-04-2025,51.24,Travel
512,1594,13-07-2024,3896.62,Groceries
513,1374,29-07-2024,2293.72,Utilities
514,1750,02-02-2025,4698.04,Healthcare
515,1135,24-11-2024,1566.74,Dining
516,1093,10-02-2025,1449.36,Healthcare
517,1932,22-11-2024,278.4,Electronics
518,1303,12-11-2024,3037.53,Travel
519,1335,22-11-2024,3299.35,Travel
520,1766,11-12-2024,2507.37,Utilities
521,1426,04-11-2024,1795.7,Dining
522,1180,10-06-2024,3262.39,Travel
523,1206,23-06-2024,2980.25,Groceries
524,1136,02-01-2025,2305.59,Utilities
525,1806,25-08-2024,391.35,Utilities
526,1553,19-03-2025,953.29,Utilities
527,1898,31-10-2024,1082.78,Travel
528,1995,14-06-2024,4821.94,Groceries
529,1375,21-05-2025,124.77,Travel
530,1544,12-10-2024,4666.69,Utilities
531,1514,29-03-2025,214.95,Electronics
532,1936,28-04-2025,3828.48,Healthcare
533,1280,01-01-2025,194.52,Healthcare
534,1851,22-08-2024,225.44,Dining
535,1169,15-06-2024,4582.72,Healthcare
536,1264,26-02-2025,3827.63,Healthcare
537,1936,10-06-2024,2090.9,Groceries
538,1845,07-02-2025,484.75,Travel
539,1967,20-03-2025,255.03,Travel
540,1494,13-09-2024,1086.66,Dining
541,1991,04-09-2024,748.25,Groceries
542,1826,05-03-2025,4156.13,Utilities
543,1303,15-05-2025,2624.6,Utilities
544,1765,20-10-2024,2788.55,Dining
545,1892,08-10-2024,2692.05,Groceries
546,1347,29-07-2024,1039.58,Travel
547,1824,18-07-2024,1408.83,Electronics
548,1118,04-11-2024,4869.19,Groceries
549,1480,21-12-2024,1956.74,Healthcare
550,1987,23-01-2025,577.33,Groceries
551,1078,05-10-2024,4691.66,Groceries
552,1145,12-08-2024,2776.54,Electronics
553,1773,04-07-2024,573.84,Utilities
554,1990,24-04-2025,4834.59,Electronics
555,1232,26-06-2024,2368.3,Utilities
556,1881,02-10-2024,2680.61,Groceries
557,1693,29-09-2024,1764.81,Travel
558,1742,03-12-2024,2639.57,Utilities
559,1691,18-03-2025,3426.83,Utilities
560,1407,28-12-2024,4663.32,Healthcare
561,1991,26-01-2025,4655.16,Travel
562,1867,29-12-2024,233.5,Electronics
563,1824,18-10-2024,1755.83,Utilities
564,1571,24-11-2024,180.75,Utilities
565,1375,19-05-2025,2958.1,Groceries
566,1093,02-03-2025,1673.69,Groceries
567,1810,30-07-2024,2004.3,Healthcare
568,1405,20-10-2024,2786.24,Healthcare
569,1015,25-05-2025,3794.52,Dining
570,1271,16-12-2024,1904.07,Travel
571,1550,26-10-2024,884.61,Electronics
572,1127,27-03-2025,176.2,Dining
573,1466,21-08-2024,2398.44,Electronics
574,1378,12-08-2024,784.63,Travel
575,1689,27-05-2025,2443.93,Groceries
576,1767,31-05-2025,4121.49,Utilities
577,1689,20-04-2025,3621.39,Utilities
578,1269,12-11-2024,4917.66,Electronics
579,1599,16-06-2024,565.74,Groceries
580,1391,05-09-2024,3345.48,Healthcare
581,1843,04-09-2024,4324.69,Groceries
582,1654,18-03-2025,2239.91,Utilities
583,1963,29-07-2024,3163.21,Healthcare
584,1381,30-08-2024,2293.22,Groceries
585,1111,21-03-2025,1761.77,Dining
586,1692,17-06-2024,1417.18,Dining
587,1240,24-01-2025,2333.22,Travel
588,1483,21-12-2024,1120.26,Healthcare
589,1026,13-08-2024,3623.53,Travel
590,1635,26-07-2024,3906.44,Groceries
591,1906,29-10-2024,4797.34,Travel
592,1966,12-03-2025,1113.62,Utilities
593,1575,16-02-2025,3844.39,Electronics
594,1336,12-04-2025,3020.28,Utilities
595,1938,23-06-2024,4761.74,Travel
596,1625,01-11-2024,2604.54,Dining
597,1227,15-05-2025,2994.08,Groceries
598,1664,12-02-2025,3145.91,Utilities
599,1065,16-09-2024,2850.62,Dining
600,1651,04-04-2025,520.68,Healthcare
601,1844,02-01-2025,1280.24,Groceries
602,1476,06-02-2025,4884.83,Healthcare
603,1932,27-06-2024,3039.79,Electronics
604,1718,25-01-2025,1026.08,Healthcare
605,1310,27-06-2024,2309.95,Travel
606,1665,21-02-2025,401.76,Healthcare
607,1419,20-07-2024,1940.7,Travel
608,1120,17-02-2025,1320.86,Travel
609,1144,29-04-2025,181.42,Travel
610,1047,16-06-2024,2176.73,Travel
611,1969,27-06-2024,2636.64,Groceries
612,1039,03-03-2025,3617.47,Groceries
613,1312,23-07-2024,2249.95,Groceries
614,1505,17-11-2024,346.55,Healthcare
615,1119,28-11-2024,2808.13,Groceries
616,1100,03-11-2024,3815.49,Dining
617,1241,26-07-2024,4466.61,Healthcare
618,1909,07-01-2025,424.59,Utilities
619,1551,15-09-2024,1525.09,Utilities
620,1139,10-12-2024,2158.38,Dining
621,1398,08-03-2025,1758.72,Dining
622,1465,07-08-2024,3040.06,Utilities
623,1380,27-08-2024,1830.39,Groceries
624,1687,05-03-2025,2013.84,Travel
625,1973,02-03-2025,4984.58,Dining
626,1761,08-02-2025,1248.47,Travel
627,1714,12-06-2024,3753.72,Utilities
628,1969,03-10-2024,2521.38,Electronics
629,1554,19-11-2024,4580.94,Travel
630,1430,20-02-2025,3280.83,Utilities
631,1602,18-07-2024,1051.5,Groceries
632,1761,21-02-2025,4660.33,Travel
633,1745,28-12-2024,86.21,Healthcare
634,1159,21-09-2024,166.7,Electronics
635,1907,05-02-2025,1750.7,Travel
636,1425,30-01-2025,4175.3,Utilities
637,1671,08-03-2025,1733.78,Healthcare
638,1102,01-08-2024,1659.73,Electronics
639,1854,18-11-2024,3956.08,Healthcare
640,1502,27-04-2025,1204.93,Dining
641,1631,23-05-2025,2351.28,Dining
642,1418,19-07-2024,2386.7,Groceries
643,1962,24-12-2024,3974.04,Travel
644,1975,15-03-2025,97.05,Healthcare
645,1287,03-02-2025,1004.31,Groceries
646,1034,24-07-2024,1895.75,Electronics
