,Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,total_revenue
108,109,2023-10-18,CUST109,Female,34,ELECTRONICS,4,500,2000,2000
109,110,2023-06-11,CUST110,Male,27,CLOTHING,3,300,900,900
110,111,2023-04-19,CUST111,Female,34,ELECTRONICS,3,500,1500,1500
111,112,2023-12-02,CUST112,Male,37,CLOTHING,3,500,1500,1500
112,113,2023-09-13,CUST113,Female,41,ELECTRONICS,2,25,50,50
113,114,2023-07-22,CUST114,Female,22,BEAUTY,4,25,100,100
114,115,2023-11-26,CUST115,Male,51,CLOTHING,3,500,1500,1500
115,116,2023-08-23,CUST116,Female,23,CLOTHING,1,30,30,30
116,117,2023-03-15,CUST117,Male,19,ELECTRONICS,2,500,1000,1000
117,118,2023-05-16,CUST118,Female,30,ELECTRONICS,4,500,2000,2000
118,119,2023-03-13,CUST119,Female,60,CLOTHING,3,50,150,150
119,120,2023-05-07,CUST120,Male,60,BEAUTY,1,50,50,50
120,121,2023-10-15,CUST121,Female,28,ELECTRONICS,4,50,200,200
121,122,2023-10-03,CUST122,Male,64,ELECTRONICS,4,30,120,120
122,123,2023-05-15,CUST123,Female,40,ELECTRONICS,2,30,60,60
123,124,2023-10-27,CUST124,Male,33,CLOTHING,4,500,2000,2000
124,125,2023-08-08,CUST125,Male,48,CLOTHING,2,50,100,100
125,126,2023-10-26,CUST126,Female,28,CLOTHING,3,30,90,90
126,127,2023-07-24,CUST127,Female,33,CLOTHING,2,25,50,50
127,128,2023-07-05,CUST128,Male,25,BEAUTY,1,500,500,500
128,129,2023-04-23,CUST129,Female,21,BEAUTY,2,300,600,600
129,130,2023-03-12,CUST130,Female,57,CLOTHING,1,500,500,500
130,131,2023-09-18,CUST131,Female,21,BEAUTY,2,300,600,600
131,132,2023-09-10,CUST132,Male,42,ELECTRONICS,4,50,200,200
132,133,2023-02-16,CUST133,Male,20,ELECTRONICS,3,300,900,900
133,134,2023-01-25,CUST134,Male,49,ELECTRONICS,1,50,50,50
134,135,2023-02-26,CUST135,Male,20,CLOTHING,2,25,50,50
135,136,2023-03-20,CUST136,Male,44,ELECTRONICS,2,300,600,600
136,137,2023-11-18,CUST137,Male,46,BEAUTY,2,500,1000,1000
137,138,2023-03-23,CUST138,Male,49,CLOTHING,4,50,200,200
138,139,2023-12-15,CUST139,Male,36,BEAUTY,4,500,2000,2000
139,140,2023-08-05,CUST140,Male,38,ELECTRONICS,1,30,30,30
140,141,2023-11-02,CUST141,Female,22,ELECTRONICS,1,50,50,50
141,142,2023-02-02,CUST142,Male,35,ELECTRONICS,4,300,1200,1200
142,143,2023-07-17,CUST143,Female,45,CLOTHING,1,50,50,50
143,144,2023-07-15,CUST144,Female,59,BEAUTY,3,500,1500,1500
144,145,2023-11-02,CUST145,Female,39,CLOTHING,3,25,75,75
145,146,2023-08-28,CUST146,Male,38,CLOTHING,4,50,200,200
146,147,2023-09-28,CUST147,Male,23,ELECTRONICS,1,300,300,300
147,148,2023-05-09,CUST148,Male,18,CLOTHING,2,30,60,60
148,149,2023-10-11,CUST149,Male,22,CLOTHING,3,25,75,75
149,150,2023-01-06,CUST150,Female,58,ELECTRONICS,4,30,120,120
150,151,2023-12-15,CUST151,Male,29,CLOTHING,1,50,50,50
151,152,2023-02-28,CUST152,Male,43,ELECTRONICS,4,500,2000,2000
152,153,2023-12-16,CUST153,Male,63,ELECTRONICS,2,500,1000,1000
153,154,2023-10-02,CUST154,Male,51,ELECTRONICS,3,300,900,900
154,155,2023-05-17,CUST155,Male,31,ELECTRONICS,4,500,2000,2000
155,156,2023-11-25,CUST156,Female,43,CLOTHING,4,25,100,100
156,157,2023-06-24,CUST157,Male,62,ELECTRONICS,4,500,2000,2000
157,158,2023-02-27,CUST158,Female,44,ELECTRONICS,2,300,600,600
158,159,2023-05-31,CUST159,Male,26,CLOTHING,4,50,200,200
159,160,2023-08-11,CUST160,Female,43,CLOTHING,2,50,100,100
160,161,2023-03-22,CUST161,Male,64,BEAUTY,2,500,1000,1000
161,162,2023-08-21,CUST162,Male,39,CLOTHING,2,30,60,60
162,163,2023-01-02,CUST163,Female,64,CLOTHING,3,50,150,150
163,164,2023-05-15,CUST164,Female,47,BEAUTY,3,500,1500,1500
164,165,2023-09-14,CUST165,Female,60,CLOTHING,4,300,1200,1200
165,166,2023-04-02,CUST166,Male,34,CLOTHING,4,500,2000,2000
166,167,2023-09-17,CUST167,Female,43,CLOTHING,3,50,150,150
167,168,2023-02-24,CUST168,Male,53,CLOTHING,1,300,300,300
168,169,2023-11-17,CUST169,Male,18,BEAUTY,3,500,1500,1500
169,170,2023-06-02,CUST170,Female,25,CLOTHING,2,25,50,50
170,171,2023-11-24,CUST171,Female,52,CLOTHING,3,300,900,900
171,172,2023-09-17,CUST172,Male,32,BEAUTY,2,25,50,50
172,173,2023-11-08,CUST173,Male,64,ELECTRONICS,4,30,120,120
173,174,2023-04-12,CUST174,Female,39,BEAUTY,1,300,300,300
174,175,2023-03-20,CUST175,Female,31,ELECTRONICS,4,25,100,100
175,176,2023-07-11,CUST176,Female,43,BEAUTY,2,50,100,100
176,177,2023-03-24,CUST177,Male,45,BEAUTY,2,50,100,100
177,178,2023-10-04,CUST178,Male,40,CLOTHING,2,30,60,60
178,179,2023-09-29,CUST179,Male,31,ELECTRONICS,1,300,300,300
179,180,2023-01-01,CUST180,Male,41,CLOTHING,3,300,900,900
180,181,2023-11-03,CUST181,Male,19,ELECTRONICS,4,300,1200,1200
181,182,2023-06-15,CUST182,Male,62,BEAUTY,4,30,120,120
182,183,2023-09-08,CUST183,Female,43,BEAUTY,3,300,900,900
183,184,2023-01-10,CUST184,Male,31,ELECTRONICS,4,50,200,200
184,185,2023-02-27,CUST185,Male,24,CLOTHING,1,25,25,25
185,186,2023-07-05,CUST186,Male,20,CLOTHING,4,50,200,200
186,187,2023-06-07,CUST187,Female,64,CLOTHING,2,50,100,100
187,188,2023-05-03,CUST188,Male,40,CLOTHING,3,25,75,75
188,189,2023-01-30,CUST189,Male,63,BEAUTY,1,50,50,50
189,190,2023-05-04,CUST190,Female,60,BEAUTY,3,30,90,90
190,191,2023-10-18,CUST191,Male,64,BEAUTY,1,25,25,25
191,192,2023-02-10,CUST192,Male,62,BEAUTY,2,50,100,100
192,193,2023-02-13,CUST193,Male,35,BEAUTY,3,500,1500,1500
193,194,2023-09-06,CUST194,Male,55,CLOTHING,4,50,200,200
194,195,2023-02-05,CUST195,Male,52,CLOTHING,1,30,30,30
195,196,2023-09-30,CUST196,Female,32,CLOTHING,3,300,900,900
196,197,2023-03-06,CUST197,Female,42,CLOTHING,4,50,200,200
197,198,2023-03-07,CUST198,Female,54,BEAUTY,3,300,900,900
198,199,2023-12-04,CUST199,Male,45,BEAUTY,3,500,1500,1500
199,200,2023-09-01,CUST200,Male,27,BEAUTY,3,50,150,150
200,201,2023-10-09,CUST201,Male,56,ELECTRONICS,1,25,25,25
201,202,2023-03-26,CUST202,Female,34,CLOTHING,4,300,1200,1200
202,203,2023-05-16,CUST203,Male,56,CLOTHING,2,500,1000,1000
203,204,2023-09-28,CUST204,Male,39,BEAUTY,1,25,25,25
204,205,2023-11-07,CUST205,Female,43,CLOTHING,1,25,25,25
205,206,2023-08-05,CUST206,Male,61,CLOTHING,1,25,25,25
206,207,2023-04-19,CUST207,Female,42,BEAUTY,2,25,50,50
207,208,2023-10-04,CUST208,Female,34,ELECTRONICS,4,50,200,200
208,209,2023-12-20,CUST209,Female,30,ELECTRONICS,4,50,200,200
209,210,2023-04-13,CUST210,Male,37,ELECTRONICS,4,50,200,200
210,211,2024-01-01,CUST211,Male,42,BEAUTY,3,500,1500,1500
211,212,2023-06-09,CUST212,Male,21,CLOTHING,3,500,1500,1500
212,213,2023-07-24,CUST213,Male,27,BEAUTY,3,500,1500,1500
213,214,2023-12-10,CUST214,Male,20,BEAUTY,2,30,60,60
214,215,2023-11-29,CUST215,Male,58,CLOTHING,3,500,1500,1500
215,216,2023-07-11,CUST216,Male,62,ELECTRONICS,2,50,100,100
216,217,2023-08-13,CUST217,Female,35,ELECTRONICS,4,50,200,200
217,218,2023-09-22,CUST218,Male,64,BEAUTY,3,30,90,90
218,219,2023-08-20,CUST219,Female,53,ELECTRONICS,3,30,90,90
219,220,2023-03-03,CUST220,Male,64,BEAUTY,1,500,500,500
220,221,2023-05-07,CUST221,Male,39,BEAUTY,2,300,600,600
221,222,2023-04-26,CUST222,Male,51,CLOTHING,4,30,120,120
222,223,2023-02-02,CUST223,Female,64,CLOTHING,1,25,25,25
223,224,2023-06-23,CUST224,Female,25,CLOTHING,1,50,50,50
224,225,2023-01-11,CUST225,Female,57,BEAUTY,4,25,100,100
225,226,2023-10-29,CUST226,Female,61,CLOTHING,1,50,50,50
226,227,2023-10-11,CUST227,Male,36,ELECTRONICS,2,50,100,100
227,228,2023-04-28,CUST228,Female,59,ELECTRONICS,2,30,60,60
228,229,2023-10-29,CUST229,Male,58,BEAUTY,3,30,90,90
229,230,2023-04-23,CUST230,Male,54,BEAUTY,1,25,25,25
230,231,2023-01-04,CUST231,Female,23,CLOTHING,3,50,150,150
231,232,2023-02-06,CUST232,Female,43,BEAUTY,1,25,25,25
232,233,2023-12-29,CUST233,Female,51,BEAUTY,2,300,600,600
233,234,2023-11-20,CUST234,Female,62,ELECTRONICS,2,25,50,50
234,235,2023-01-31,CUST235,Female,23,ELECTRONICS,2,500,1000,1000
235,236,2023-04-28,CUST236,Female,54,CLOTHING,1,25,25,25
236,237,2023-02-04,CUST237,Female,50,BEAUTY,2,500,1000,1000
237,238,2023-01-17,CUST238,Female,39,BEAUTY,1,500,500,500
238,239,2023-06-19,CUST239,Male,38,ELECTRONICS,3,500,1500,1500
239,240,2023-02-06,CUST240,Female,23,BEAUTY,1,300,300,300
240,241,2023-09-21,CUST241,Female,23,ELECTRONICS,3,25,75,75
241,242,2023-05-02,CUST242,Male,21,CLOTHING,1,25,25,25
242,243,2023-05-23,CUST243,Female,47,ELECTRONICS,3,300,900,900
243,244,2023-12-09,CUST244,Male,28,BEAUTY,2,50,100,100
244,245,2023-09-06,CUST245,Male,47,CLOTHING,3,30,90,90
245,246,2023-04-20,CUST246,Female,48,ELECTRONICS,2,25,50,50
246,247,2023-10-04,CUST247,Male,41,ELECTRONICS,2,30,60,60
247,248,2023-03-09,CUST248,Male,26,CLOTHING,3,300,900,900
248,249,2023-10-20,CUST249,Male,20,CLOTHING,1,50,50,50
249,250,2023-10-23,CUST250,Male,48,ELECTRONICS,1,50,50,50
250,251,2023-08-31,CUST251,Female,57,BEAUTY,4,50,200,200
251,252,2023-05-05,CUST252,Male,54,ELECTRONICS,1,300,300,300
252,253,2023-08-31,CUST253,Female,53,CLOTHING,4,500,2000,2000
253,254,2023-07-28,CUST254,Male,41,ELECTRONICS,1,500,500,500
254,255,2023-04-08,CUST255,Male,48,CLOTHING,1,30,30,30
255,256,2023-02-18,CUST256,Male,23,CLOTHING,2,500,1000,1000
256,257,2023-02-19,CUST257,Male,19,BEAUTY,4,500,2000,2000
257,258,2023-12-04,CUST258,Female,37,CLOTHING,1,50,50,50
258,259,2023-08-09,CUST259,Female,45,CLOTHING,4,50,200,200
259,260,2023-07-01,CUST260,Male,28,BEAUTY,2,30,60,60
260,261,2023-08-05,CUST261,Male,21,CLOTHING,2,25,50,50
261,262,2023-07-30,CUST262,Female,32,BEAUTY,4,30,120,120
262,263,2023-08-28,CUST263,Male,23,BEAUTY,2,30,60,60
263,264,2023-01-28,CUST264,Male,47,CLOTHING,3,300,900,900
264,265,2023-12-11,CUST265,Male,55,CLOTHING,3,300,900,900
265,266,2023-12-01,CUST266,Female,19,ELECTRONICS,2,30,60,60
266,267,2023-11-27,CUST267,Female,32,BEAUTY,3,30,90,90
267,268,2023-02-20,CUST268,Female,28,ELECTRONICS,1,30,30,30
268,269,2023-02-01,CUST269,Male,25,CLOTHING,4,500,2000,2000
269,270,2023-07-26,CUST270,Male,43,ELECTRONICS,1,300,300,300
270,271,2023-06-23,CUST271,Female,62,BEAUTY,4,30,120,120
271,272,2023-02-25,CUST272,Female,61,ELECTRONICS,2,50,100,100
272,273,2023-05-08,CUST273,Female,22,BEAUTY,1,50,50,50
273,274,2023-04-09,CUST274,Female,23,CLOTHING,2,500,1000,1000
274,275,2023-04-08,CUST275,Male,43,CLOTHING,2,500,1000,1000
275,276,2023-10-02,CUST276,Female,21,BEAUTY,4,25,100,100
276,277,2023-08-18,CUST277,Male,36,CLOTHING,4,25,100,100
277,278,2023-03-13,CUST278,Female,37,CLOTHING,4,25,100,100
278,279,2023-08-05,CUST279,Male,50,CLOTHING,1,500,500,500
279,280,2023-04-04,CUST280,Female,37,CLOTHING,3,500,1500,1500
280,281,2023-05-23,CUST281,Female,29,BEAUTY,4,500,2000,2000
281,282,2023-08-25,CUST282,Female,64,ELECTRONICS,4,50,200,200
282,283,2023-05-08,CUST283,Female,18,ELECTRONICS,1,500,500,500
283,284,2023-02-08,CUST284,Male,43,CLOTHING,4,50,200,200
284,285,2023-08-15,CUST285,Female,31,ELECTRONICS,1,25,25,25
285,286,2023-10-09,CUST286,Male,55,ELECTRONICS,2,25,50,50
286,287,2023-02-20,CUST287,Male,54,CLOTHING,4,25,100,100
287,288,2023-01-26,CUST288,Male,28,CLOTHING,4,30,120,120
288,289,2023-11-30,CUST289,Male,53,ELECTRONICS,2,30,60,60
289,290,2023-10-04,CUST290,Female,30,BEAUTY,2,300,600,600
290,291,2023-01-08,CUST291,Male,60,CLOTHING,2,300,600,600
291,292,2023-02-17,CUST292,Male,20,BEAUTY,4,300,1200,1200
292,293,2023-05-02,CUST293,Male,50,ELECTRONICS,3,30,90,90
293,294,2023-03-27,CUST294,Female,23,CLOTHING,3,30,90,90
294,295,2023-07-28,CUST295,Female,27,BEAUTY,3,300,900,900
295,296,2023-09-06,CUST296,Female,22,CLOTHING,4,300,1200,1200
296,297,2023-09-04,CUST297,Female,40,ELECTRONICS,2,500,1000,1000
297,298,2023-04-20,CUST298,Male,27,BEAUTY,4,300,1200,1200
298,299,2023-07-25,CUST299,Male,61,ELECTRONICS,2,500,1000,1000
299,300,2023-01-31,CUST300,Female,19,ELECTRONICS,4,50,200,200
300,301,2023-03-26,CUST301,Male,30,CLOTHING,4,30,120,120
301,302,2023-07-14,CUST302,Male,57,BEAUTY,2,300,600,600
302,303,2023-01-02,CUST303,Male,19,ELECTRONICS,3,30,90,90
303,304,2023-07-19,CUST304,Female,37,ELECTRONICS,2,30,60,60
304,305,2023-05-16,CUST305,Female,18,BEAUTY,1,30,30,30
305,306,2023-08-21,CUST306,Male,54,ELECTRONICS,1,50,50,50
306,307,2023-05-27,CUST307,Female,26,ELECTRONICS,2,25,50,50
307,308,2023-08-05,CUST308,Female,34,BEAUTY,4,300,1200,1200
308,309,2023-12-23,CUST309,Female,26,BEAUTY,1,25,25,25
309,310,2023-10-12,CUST310,Female,28,BEAUTY,1,25,25,25
310,311,2023-12-05,CUST311,Female,32,BEAUTY,4,25,100,100
311,312,2023-09-07,CUST312,Male,41,CLOTHING,4,30,120,120
312,313,2023-03-21,CUST313,Female,55,BEAUTY,3,500,1500,1500
313,314,2023-04-08,CUST314,Male,52,CLOTHING,4,30,120,120
314,315,2023-06-01,CUST315,Male,47,CLOTHING,2,30,60,60
315,316,2023-04-22,CUST316,Female,48,CLOTHING,2,25,50,50
316,317,2023-01-30,CUST317,Male,22,ELECTRONICS,3,30,90,90
317,318,2023-10-24,CUST318,Male,61,CLOTHING,1,25,25,25
318,319,2023-10-05,CUST319,Male,31,CLOTHING,1,500,500,500
319,320,2023-02-01,CUST320,Female,28,ELECTRONICS,4,300,1200,1200
320,321,2023-06-10,CUST321,Female,26,ELECTRONICS,2,25,50,50
321,322,2023-01-30,CUST322,Male,51,ELECTRONICS,1,500,500,500
322,323,2023-01-26,CUST323,Female,29,BEAUTY,3,300,900,900
323,324,2023-10-27,CUST324,Female,52,ELECTRONICS,3,50,150,150
324,325,2023-09-02,CUST325,Female,52,ELECTRONICS,2,25,50,50
325,326,2023-09-15,CUST326,Female,18,CLOTHING,3,25,75,75
326,327,2023-09-29,CUST327,Male,57,ELECTRONICS,3,50,150,150
327,328,2023-03-22,CUST328,Male,39,BEAUTY,2,50,100,100
328,329,2023-01-30,CUST329,Female,46,ELECTRONICS,4,25,100,100
329,330,2023-09-18,CUST330,Female,25,BEAUTY,4,50,200,200
330,331,2023-02-11,CUST331,Male,28,ELECTRONICS,3,30,90,90
331,332,2023-04-06,CUST332,Male,58,ELECTRONICS,4,300,1200,1200
332,333,2023-02-05,CUST333,Female,54,ELECTRONICS,4,300,1200,1200
333,334,2023-11-01,CUST334,Male,31,ELECTRONICS,3,300,900,900
334,335,2023-02-04,CUST335,Female,47,BEAUTY,4,30,120,120
335,336,2023-12-12,CUST336,Female,52,BEAUTY,3,50,150,150
336,337,2023-05-01,CUST337,Male,38,CLOTHING,1,500,500,500
337,338,2023-07-26,CUST338,Male,54,BEAUTY,2,50,100,100
338,339,2023-03-03,CUST339,Female,22,ELECTRONICS,2,25,50,50
339,340,2023-10-19,CUST340,Female,36,CLOTHING,4,300,1200,1200
340,341,2023-05-07,CUST341,Male,31,CLOTHING,4,50,200,200
341,342,2023-10-24,CUST342,Female,43,CLOTHING,4,500,2000,2000
342,343,2023-11-01,CUST343,Male,21,ELECTRONICS,2,25,50,50
343,344,2023-01-21,CUST344,Female,42,BEAUTY,1,30,30,30
344,345,2023-11-14,CUST345,Male,62,ELECTRONICS,1,30,30,30
345,346,2023-02-11,CUST346,Male,59,CLOTHING,2,500,1000,1000
346,347,2023-08-03,CUST347,Male,42,ELECTRONICS,1,25,25,25
347,348,2023-12-03,CUST348,Female,35,ELECTRONICS,2,300,600,600
348,349,2023-10-26,CUST349,Female,57,BEAUTY,1,50,50,50
349,350,2023-10-17,CUST350,Male,25,BEAUTY,3,25,75,75
350,351,2023-09-25,CUST351,Female,56,CLOTHING,3,30,90,90
351,352,2023-06-11,CUST352,Male,57,ELECTRONICS,2,500,1000,1000
352,353,2023-05-14,CUST353,Male,31,ELECTRONICS,1,500,500,500
353,354,2023-04-15,CUST354,Female,49,BEAUTY,4,50,200,200
354,355,2023-12-09,CUST355,Female,55,ELECTRONICS,1,500,500,500
355,356,2023-06-10,CUST356,Male,50,ELECTRONICS,3,500,1500,1500
356,357,2023-05-03,CUST357,Female,40,ELECTRONICS,3,25,75,75
357,358,2023-05-16,CUST358,Female,32,BEAUTY,1,300,300,300
358,359,2023-07-22,CUST359,Male,50,CLOTHING,1,50,50,50
359,360,2023-03-09,CUST360,Male,42,CLOTHING,4,25,100,100
360,361,2023-12-10,CUST361,Female,34,ELECTRONICS,4,300,1200,1200
361,362,2023-11-27,CUST362,Male,50,CLOTHING,1,25,25,25
362,363,2023-06-03,CUST363,Male,64,BEAUTY,1,25,25,25
363,364,2023-08-23,CUST364,Female,19,BEAUTY,1,500,500,500
364,365,2023-06-11,CUST365,Male,31,CLOTHING,1,300,300,300
365,366,2023-02-07,CUST366,Male,57,CLOTHING,2,50,100,100
366,367,2023-01-05,CUST367,Female,57,ELECTRONICS,1,50,50,50
367,368,2023-08-23,CUST368,Female,56,CLOTHING,4,300,1200,1200
368,369,2023-11-15,CUST369,Male,23,ELECTRONICS,3,500,1500,1500
369,370,2023-10-16,CUST370,Male,23,ELECTRONICS,2,30,60,60
370,371,2023-02-21,CUST371,Female,20,BEAUTY,1,25,25,25
371,372,2023-02-07,CUST372,Female,24,BEAUTY,3,500,1500,1500
372,373,2023-10-03,CUST373,Female,25,BEAUTY,2,300,600,600
373,374,2023-04-20,CUST374,Female,59,BEAUTY,3,25,75,75
