Country,StockCode,Revenue
Austria,20712,39.0
Austria,20713,40.3
Austria,20717,12.5
Austria,20718,37.5
Austria,20719,17.0
Austria,20724,25.5
Austria,20726,33.0
Austria,20728,33.0
Austria,20749,31.8
Austria,20750,15.9
Austria,20974,15.600000000000001
Austria,20975,31.200000000000003
Austria,20978,20.0
Austria,21015,6.959999999999999
Austria,21080,10.2
Austria,21086,7.800000000000001
Austria,21094,10.2
Austria,21106,35.400000000000006
Austria,21108,14.22
Austria,21115,27.0
Austria,21121,30.0
Austria,21137,30.0
Austria,21155,15.299999999999999
Austria,21156,15.6
Austria,21172,34.8
Austria,21175,61.199999999999996
Austria,21207,19.799999999999997
Austria,21212,13.200000000000001
Austria,21232,15.0
Austria,21238,6.8
Austria,21239,6.8
Austria,21240,13.6
Austria,21242,27.04
Austria,21244,27.04
Austria,21245,27.04
Austria,21402,2.88
Austria,21403,2.88
Austria,21428,17.0
Austria,21481,17.700000000000003
Austria,21485,14.850000000000001
Austria,21498,10.5
Austria,21499,10.5
Austria,21500,10.5
Austria,21558,30.599999999999998
Austria,21559,45.9
Austria,21561,45.9
Austria,21576,13.5
Austria,21577,13.5
Austria,21578,27.0
Austria,21579,13.5
Austria,21668,15.0
Austria,21669,15.0
Austria,21670,15.0
Austria,21671,15.0
Austria,21675,10.2
Austria,21676,10.2
Austria,21704,10.2
Austria,21723,10.2
Austria,21770,9.9
Austria,21788,40.8
Austria,21789,40.8
Austria,21875,30.0
Austria,21918,103.67999999999999
Austria,21929,20.8
Austria,21931,39.0
Austria,21977,26.400000000000002
Austria,21987,7.800000000000001
Austria,21988,10.2
Austria,21989,10.2
Austria,22027,5.04
Austria,22028,5.04
Austria,22029,15.120000000000001
Austria,22041,15.299999999999999
Austria,22050,10.5
Austria,22051,10.5
Austria,22059,27.24
Austria,22063,17.700000000000003
Austria,22077,39.599999999999994
Austria,22079,16.5
Austria,22112,14.850000000000001
Austria,22113,32.0
Austria,22114,17.0
Austria,22128,60.0
Austria,22138,29.700000000000003
Austria,22139,205.95000000000002
Austria,22141,12.600000000000001
Austria,22142,17.4
Austria,22144,25.200000000000003
Austria,22154,20.16
Austria,22273,17.700000000000003
Austria,22274,17.700000000000003
Austria,22279,15.0
Austria,22312,17.700000000000003
Austria,22313,17.700000000000003
Austria,22320,17.85
Austria,22321,10.2
Austria,22325,14.850000000000001
Austria,22326,106.20000000000002
Austria,22328,70.80000000000001
Austria,22337,15.600000000000001
Austria,22348,40.8
Austria,22352,45.9
Austria,22356,8.5
Austria,22357,45.0
Austria,22367,15.6
Austria,22385,20.8
Austria,22408,15.0
Austria,22413,17.700000000000003
Austria,22423,51.0
Austria,22431,11.7
Austria,22433,11.7
Austria,22438,19.5
Austria,22441,16.8
Austria,22442,31.8
Austria,22445,17.700000000000003
Austria,22452,17.700000000000003
Austria,22453,17.700000000000003
Austria,22467,15.299999999999999
Austria,22483,17.700000000000003
Austria,22492,23.400000000000002
Austria,22507,19.8
Austria,22539,10.08
Austria,22544,10.08
Austria,22546,86.39999999999999
Austria,22551,39.599999999999994
Austria,22553,19.799999999999997
Austria,22554,59.39999999999999
Austria,22555,39.599999999999994
Austria,22556,79.19999999999999
Austria,22557,59.39999999999999
Austria,22571,10.2
Austria,22572,10.2
Austria,22575,15.6
Austria,22580,17.85
Austria,22581,10.2
Austria,22582,302.40000000000003
Austria,22583,15.299999999999999
Austria,22584,302.40000000000003
Austria,22601,10.2
Austria,22602,10.2
Austria,22617,14.850000000000001
Austria,22621,19.799999999999997
Austria,22626,17.0
Austria,22629,46.8
Austria,22630,70.19999999999999
Austria,22644,17.4
Austria,22646,14.040000000000001
Austria,22665,17.700000000000003
Austria,22666,17.700000000000003
Austria,22693,30.0
Austria,22697,17.700000000000003
Austria,22699,17.700000000000003
Austria,22712,5.04
Austria,22717,5.04
Austria,22732,22.5
Austria,22733,22.5
Austria,22734,52.02
Austria,22735,16.5
Austria,22739,16.5
Austria,22742,17.700000000000003
Austria,22744,17.700000000000003
Austria,22752,17.0
Austria,22810,17.700000000000003
Austria,22812,23.4
Austria,22813,23.4
Austria,22814,10.08
Austria,22816,5.04
Austria,22818,10.08
Austria,22819,5.04
Austria,22844,17.0
Austria,22845,25.4
Austria,22846,110.64999999999999
Austria,22847,67.8
Austria,22849,59.8
Austria,22898,15.6
Austria,22909,10.2
Austria,22940,34.0
Austria,22955,12.600000000000001
Austria,22956,12.600000000000001
Austria,22960,70.5
Austria,22961,34.8
Austria,22962,10.2
Austria,22963,10.2
Austria,22964,12.600000000000001
Austria,22966,15.0
Austria,22991,23.4
Austria,22993,15.0
Austria,23007,89.69999999999999
Austria,23008,191.39999999999998
Austria,23010,89.69999999999999
Austria,23028,19.799999999999997
Austria,23029,19.799999999999997
Austria,23031,19.799999999999997
Austria,23032,19.799999999999997
Austria,23039,11.7
Austria,23050,16.5
Austria,23052,33.0
Austria,23053,16.5
Austria,23054,33.0
Austria,23076,30.0
Austria,23113,14.850000000000001
Austria,23116,14.850000000000001
Austria,23122,9.959999999999999
Austria,23128,19.8
Austria,23129,16.6
Austria,23138,17.4
Austria,23140,16.6
Austria,23142,20.8
Austria,23150,14.940000000000001
Austria,23152,15.0
Austria,23155,9.959999999999999
Austria,23159,24.96
Austria,23173,19.9
Austria,23197,17.4
Austria,23198,17.4
Austria,23199,20.8
Austria,23210,30.0
Austria,23236,17.34
Austria,23240,49.800000000000004
Austria,23243,19.8
Austria,23245,39.6
Austria,23247,17.34
Austria,23250,15.0
Austria,23251,15.0
Austria,23254,33.2
Austria,23255,49.800000000000004
Austria,23256,49.800000000000004
Austria,23263,15.0
Austria,23264,15.0
Austria,23266,15.0
Austria,23267,15.0
Austria,23285,6.8
Austria,23286,6.8
Austria,23287,6.8
Austria,23288,6.8
Austria,23289,10.0
Austria,23290,20.0
Austria,23291,10.0
Austria,23292,10.0
Austria,23293,6.64
Austria,23297,26.4
Austria,23300,19.799999999999997
Austria,23301,19.799999999999997
Austria,23306,17.4
Austria,23318,14.940000000000001
Austria,23320,69.36
Austria,23345,15.0
Austria,23346,15.0
Austria,23353,19.919999999999998
Austria,23354,9.959999999999999
Austria,23371,20.0
Austria,23372,20.0
Austria,23382,15.0
Austria,23389,16.6
Austria,23390,16.6
Austria,23426,17.34
Austria,23493,19.5
Austria,23497,17.4
Austria,23545,10.5
Austria,23571,19.799999999999997
Austria,37446,11.6
Austria,37447,17.88
Austria,37449,87.9
Austria,47566,39.6
Austria,48185,15.9
Austria,48188,15.9
Austria,72741,13.049999999999999
Austria,72817,18.96
Austria,82483,27.8
Austria,84375,25.200000000000003
Austria,84674,17.700000000000003
Austria,84832,10.2
Austria,84879,40.56
Austria,84976,9.48
Austria,84992,13.200000000000001
Austria,85053,12.600000000000001
Austria,85174,19.8
Austria,15056BL,214.20000000000002
Austria,15056N,214.20000000000002
Austria,15056P,142.8
Austria,15060B,15.0
Austria,46775D,33.9
Austria,47566B,79.2
Austria,47590A,16.35
Austria,47590B,32.7
Austria,47599A,50.400000000000006
Austria,84406B,16.6
Austria,84997A,49.800000000000004
Austria,84997B,33.2
Austria,84997C,16.6
Austria,84997D,83.0
Austria,85049C,15.0
Austria,85049E,15.0
Austria,85099B,19.5
Austria,85185B,17.700000000000003
Austria,90013A,15.0
Austria,POST,1456.0
Bahrain,22423,25.5
Bahrain,22649,39.6
Bahrain,22693,30.0
Bahrain,22697,17.700000000000003
Bahrain,22698,17.700000000000003
Bahrain,22699,17.700000000000003
Bahrain,22890,59.699999999999996
Bahrain,23076,120.0
Bahrain,23077,75.0
Bahrain,37446,11.6
Bahrain,37449,19.9
Bahrain,37450,17.700000000000003
Bahrain,72802A,25.5
Bahrain,72802B,231.24
Bahrain,72802C,25.5
Bahrain,85040A,19.799999999999997
Belgium,15039,8.5
Belgium,16045,12.0
Belgium,16048,5.76
Belgium,16238,5.88
Belgium,18007,4.32
Belgium,20665,88.50000000000001
Belgium,20668,2.88
Belgium,20674,30.0
Belgium,20675,30.0
Belgium,20676,50.0
Belgium,20677,20.0
Belgium,20679,53.550000000000004
Belgium,20682,39.0
Belgium,20685,168.0
Belgium,20694,15.0
Belgium,20699,15.299999999999999
Belgium,20712,141.7
Belgium,20713,40.3
Belgium,20718,25.0
Belgium,20719,136.0
Belgium,20723,68.0
Belgium,20724,199.5
Belgium,20725,231.0
Belgium,20726,264.0
Belgium,20727,16.5
Belgium,20728,66.0
Belgium,20749,47.7
Belgium,20750,187.5
Belgium,20764,30.0
Belgium,20766,15.0
Belgium,20770,15.299999999999999
Belgium,20837,9.959999999999999
Belgium,20838,10.2
Belgium,20840,10.2
Belgium,20914,70.80000000000001
Belgium,20963,12.5
Belgium,20971,15.0
Belgium,20973,15.600000000000001
Belgium,20974,15.600000000000001
Belgium,20975,15.600000000000001
Belgium,20977,60.0
Belgium,20978,20.0
Belgium,20979,80.0
Belgium,20981,20.4
Belgium,20983,10.2
Belgium,20985,15.0
Belgium,21000,25.5
Belgium,21001,17.85
Belgium,21039,15.299999999999999
Belgium,21042,17.85
Belgium,21055,53.699999999999996
Belgium,21058,20.4
Belgium,21059,20.4
Belgium,21060,20.4
Belgium,21062,10.2
Belgium,21063,20.4
Belgium,21080,91.8
Belgium,21084,4.5600000000000005
Belgium,21086,46.800000000000004
Belgium,21090,4.68
Belgium,21094,61.199999999999996
Belgium,21106,17.700000000000003
Belgium,21107,35.400000000000006
Belgium,21108,83.07000000000001
Belgium,21109,13.5
Belgium,21110,13.5
Belgium,21121,120.0
Belgium,21122,60.0
Belgium,21123,60.0
Belgium,21124,60.0
Belgium,21125,15.0
Belgium,21126,30.0
Belgium,21131,17.0
Belgium,21132,17.0
Belgium,21135,54.08
Belgium,21156,62.4
Belgium,21165,40.56
Belgium,21172,17.4
Belgium,21197,19.799999999999997
Belgium,21199,19.799999999999997
Belgium,21207,39.599999999999994
Belgium,21210,17.4
Belgium,21212,248.4
Belgium,21213,52.800000000000004
Belgium,21215,26.400000000000002
Belgium,21216,59.400000000000006
Belgium,21217,159.2
Belgium,21218,180.0
Belgium,21222,12.5
Belgium,21232,15.0
Belgium,21238,34.0
Belgium,21239,13.6
Belgium,21240,20.4
Belgium,21242,81.12
Belgium,21243,13.52
Belgium,21244,27.04
Belgium,21245,27.04
Belgium,21246,89.10000000000001
Belgium,21249,35.400000000000006
Belgium,21257,15.9
Belgium,21258,12.75
Belgium,21285,25.200000000000003
Belgium,21318,19.799999999999997
Belgium,21327,19.799999999999997
Belgium,21380,17.700000000000003
Belgium,21381,20.28
Belgium,21394,11.7
Belgium,21424,17.700000000000003
Belgium,21426,12.600000000000001
Belgium,21428,17.0
Belgium,21429,15.6
Belgium,21430,30.0
Belgium,21439,15.0
Belgium,21452,88.50000000000001
Belgium,21463,11.9
Belgium,21464,8.5
Belgium,21467,22.5
Belgium,21481,154.5
Belgium,21484,34.0
Belgium,21485,14.850000000000001
Belgium,21494,30.0
Belgium,21495,10.5
Belgium,21498,10.5
Belgium,21499,21.0
Belgium,21500,21.0
Belgium,21508,10.08
Belgium,21524,15.9
Belgium,21527,15.9
Belgium,21531,30.599999999999998
Belgium,21533,59.400000000000006
Belgium,21535,45.9
Belgium,21537,51.0
Belgium,21556,15.299999999999999
Belgium,21559,122.39999999999999
Belgium,21561,76.5
Belgium,21576,13.5
Belgium,21577,13.5
Belgium,21578,40.5
Belgium,21621,34.0
Belgium,21648,30.0
Belgium,21671,15.0
Belgium,21672,45.0
Belgium,21673,17.4
Belgium,21680,10.2
Belgium,21703,15.120000000000001
Belgium,21704,10.2
Belgium,21705,19.799999999999997
Belgium,21715,40.8
Belgium,21716,40.8
Belgium,21717,20.4
Belgium,21718,30.0
Belgium,21731,257.4
Belgium,21733,17.700000000000003
Belgium,21746,30.0
Belgium,21747,15.0
Belgium,21749,37.800000000000004
Belgium,21770,59.4
Belgium,21787,40.8
Belgium,21791,45.0
Belgium,21829,7.56
Belgium,21832,19.799999999999997
Belgium,21843,186.14999999999998
Belgium,21844,17.700000000000003
Belgium,21866,15.0
Belgium,21879,4.5600000000000005
Belgium,21880,27.96
Belgium,21881,15.600000000000001
Belgium,21883,23.400000000000002
Belgium,21884,15.600000000000001
Belgium,21888,30.0
Belgium,21889,30.0
Belgium,21906,27.0
Belgium,21908,50.400000000000006
Belgium,21912,30.0
Belgium,21913,15.0
Belgium,21914,75.0
Belgium,21915,90.0
Belgium,21918,30.240000000000002
Belgium,21928,19.5
Belgium,21929,40.3
Belgium,21931,104.0
Belgium,21935,16.5
Belgium,21936,59.0
Belgium,21937,59.0
Belgium,21947,15.0
Belgium,21972,17.4
Belgium,21975,184.8
Belgium,21976,171.60000000000002
Belgium,21977,129.6
Belgium,21980,6.959999999999999
Belgium,21981,13.919999999999998
Belgium,21987,23.400000000000002
Belgium,21988,30.599999999999998
Belgium,21989,30.599999999999998
Belgium,21990,47.7
Belgium,21993,15.0
