transaction_id,customer_id,timestamp,amount,transaction_type,channel,status
57,1083,2025-06-05T14:38:50,370.0,withdrawal,ATM,success
58,1080,2025-06-08T14:17:17,998.61,deposit,ATM,success
59,1065,2025-05-29T10:05:27,338.68,withdrawal,ATM,success
60,1048,2025-06-05T20:20:51,356.49,withdrawal,Branch,success
61,1079,2025-05-30T10:48:06,985.47,deposit,Branch,success
62,1039,2025-06-13T00:00:20,938.58,deposit,ATM,success
63,1014,2025-06-08T00:59:21,768.18,deposit,Online,success
64,1027,2025-06-16T13:23:16,745.85,deposit,Branch,success
65,1034,2025-06-12T06:11:13,554.87,withdrawal,ATM,success
66,1055,2025-06-02T10:37:56,846.41,deposit,ATM,success
67,1017,2025-06-12T12:25:07,673.4,withdrawal,ATM,success
68,1071,2025-06-11T19:02:49,735.1,deposit,ATM,success
69,1089,2025-06-04T17:13:12,913.54,deposit,Online,success
70,1019,2025-06-07T12:10:42,486.81,deposit,Online,success
71,1006,2025-05-29T00:18:59,909.03,deposit,Branch,success
72,1014,2025-06-24T02:48:56,418.31,withdrawal,Branch,success
73,1031,2025-06-02T20:31:03,878.15,deposit,Online,success
74,1095,2025-06-20T11:26:41,932.04,withdrawal,Branch,success
75,1032,2025-06-06T10:21:07,340.13,deposit,Online,success
76,1061,2025-06-02T11:30:15,300.19,withdrawal,Online,success
77,1030,2025-06-16T23:41:55,300.63,deposit,Online,success
78,1009,2025-06-12T23:13:27,970.2,withdrawal,Online,success
79,1052,2025-06-07T15:38:19,711.57,withdrawal,ATM,success
80,1034,2025-06-21T14:01:12,260.71,withdrawal,ATM,success
81,1056,2025-06-05T04:59:48,411.12,withdrawal,Online,success
82,1066,2025-06-10T06:56:36,204.08,deposit,Online,success
83,1056,2025-05-28T06:17:56,101.52,deposit,Online,success
84,1086,2025-06-05T15:59:13,928.69,withdrawal,Branch,success
85,1093,2025-05-27T02:31:34,910.04,withdrawal,Branch,success
86,1052,2025-06-09T20:39:21,727.49,deposit,ATM,success
87,1049,2025-06-14T00:31:03,709.59,deposit,Branch,success
88,1052,2025-06-07T13:04:02,593.14,deposit,Online,success
89,1056,2025-05-28T18:14:31,807.18,withdrawal,Online,success
90,1087,2025-06-04T18:56:22,292.33,withdrawal,Branch,success
91,1011,2025-06-22T01:56:21,355.41,withdrawal,ATM,success
92,1097,2025-06-09T19:45:10,311.38,withdrawal,ATM,success
93,1019,2025-06-04T20:51:16,121.98,deposit,Online,success
94,1099,2025-06-18T18:46:23,165.55,withdrawal,Branch,success
95,1092,2025-06-13T18:04:16,726.72,withdrawal,Online,success
96,1084,2025-06-16T19:43:40,718.86,deposit,Online,success
97,1090,2025-06-01T11:35:02,566.16,deposit,Branch,success
98,1016,2025-06-07T09:44:03,510.82,withdrawal,Branch,success
99,1072,2025-06-01T07:48:28,635.91,withdrawal,Branch,success
100,1065,2025-06-06T12:28:06,484.07,withdrawal,ATM,success
101,1061,2025-06-21T19:10:04,505.06,deposit,Branch,success
102,1100,2025-06-20T17:04:50,569.17,deposit,Online,success
103,1092,2025-06-07T07:14:34,357.16,withdrawal,Online,success
104,1070,2025-06-22T22:13:07,172.52,deposit,ATM,success
105,1020,2025-06-15T08:17:17,735.78,deposit,Online,success
106,1070,2025-06-22T20:59:30,519.33,deposit,ATM,success
107,1050,2025-06-13T22:27:43,914.35,deposit,Branch,success
108,1001,2025-06-12T02:52:59,948.47,withdrawal,Online,success
109,1054,2025-06-05T04:39:13,584.4,deposit,Online,success
110,1056,2025-06-01T06:17:41,537.08,withdrawal,Online,success
111,1052,2025-06-19T06:46:04,751.76,withdrawal,ATM,failed
112,1069,2025-06-18T12:06:51,124.27,withdrawal,Branch,success
113,1004,2025-05-29T23:02:37,175.55,withdrawal,ATM,success
114,1024,2025-05-27T20:01:16,145.26,withdrawal,Online,success
115,1042,2025-05-30T20:52:37,403.75,withdrawal,Online,success
116,1054,2025-06-01T23:11:58,327.04,deposit,Online,success
117,1070,2025-06-02T07:31:09,146.88,withdrawal,ATM,success
118,1100,2025-06-15T00:58:43,961.56,deposit,ATM,failed
119,1026,2025-06-23T11:59:36,855.31,deposit,ATM,success
120,1086,2025-05-28T15:08:30,202.95,deposit,Online,success
121,1099,2025-06-13T05:24:47,432.01,deposit,ATM,failed
122,1014,2025-06-13T01:44:43,620.82,withdrawal,Branch,success
123,1049,2025-06-23T11:23:13,456.99,deposit,ATM,success
124,1081,2025-06-17T06:26:39,318.56,withdrawal,Branch,success
125,1016,2025-06-20T05:35:22,816.6,deposit,Online,success
126,1085,2025-06-06T18:02:43,433.51,withdrawal,ATM,success
127,1063,2025-06-21T09:40:53,194.98,withdrawal,Branch,success
128,1059,2025-05-26T02:30:10,736.58,withdrawal,ATM,success
129,1084,2025-05-31T02:35:20,343.07,withdrawal,Online,success
130,1094,2025-06-20T14:44:32,633.23,withdrawal,ATM,success
131,1012,2025-06-07T12:00:01,351.04,withdrawal,ATM,success
132,1073,2025-06-11T01:27:35,649.3,withdrawal,Online,success
133,1042,2025-05-30T23:05:39,263.66,deposit,Online,success
134,1044,2025-06-08T19:04:44,351.69,withdrawal,Branch,success
135,1025,2025-06-15T15:39:53,177.05,withdrawal,Online,success
136,1031,2025-06-02T05:23:37,721.55,withdrawal,Online,success
137,1012,2025-06-16T13:45:11,364.81,withdrawal,Branch,success
138,1085,2025-05-25T16:54:27,623.4,withdrawal,Branch,success
139,1055,2025-06-07T07:59:49,996.97,withdrawal,Online,success
140,1035,2025-06-18T20:21:06,375.96,deposit,ATM,success
141,1041,2025-06-03T05:16:16,207.6,deposit,ATM,success
142,1062,2025-06-19T04:37:07,348.85,withdrawal,ATM,success
143,1038,2025-05-30T17:06:15,304.73,deposit,Online,success
144,1069,2025-06-09T00:50:24,213.92,deposit,ATM,success
145,1090,2025-06-19T04:35:48,949.68,withdrawal,ATM,success
146,1074,2025-06-24T02:37:42,355.91,withdrawal,Online,success
147,1007,2025-06-04T04:52:29,327.23,withdrawal,ATM,success
148,1052,2025-06-01T23:11:50,542.57,deposit,ATM,success
149,1073,2025-06-12T16:46:04,954.21,deposit,ATM,success
150,1098,2025-06-02T09:20:41,474.56,deposit,Branch,success
151,1057,2025-06-20T17:32:55,367.62,withdrawal,Online,success
152,1008,2025-06-20T07:02:00,648.67,deposit,ATM,success
153,1034,2025-05-25T13:47:34,694.39,deposit,ATM,success
154,1010,2025-06-23T14:56:51,240.88,withdrawal,Online,success
155,1061,2025-06-10T06:47:45,362.13,deposit,Online,success
156,1090,2025-06-18T06:23:36,873.65,deposit,Branch,success
157,1034,2025-05-26T11:49:07,809.05,deposit,Online,success
158,1029,2025-05-30T23:27:43,682.87,withdrawal,ATM,success
159,1022,2025-06-12T04:01:47,813.37,withdrawal,Online,success
160,1089,2025-06-09T11:24:23,373.68,withdrawal,Online,success
161,1064,2025-06-06T04:06:31,493.98,deposit,Online,success
162,1078,2025-05-28T08:36:51,325.33,deposit,ATM,failed
163,1074,2025-06-06T05:45:44,628.41,deposit,Branch,success
164,1074,2025-06-22T02:08:43,136.21,deposit,Online,success
165,1057,2025-05-29T08:53:07,924.47,deposit,Branch,success
166,1063,2025-05-29T16:55:12,972.15,withdrawal,Online,success
167,1042,2025-06-18T03:20:47,703.12,deposit,Online,success
168,1064,2025-05-28T21:45:54,359.4,withdrawal,Branch,success
169,1012,2025-06-20T09:46:27,383.07,withdrawal,ATM,failed
170,1052,2025-05-31T15:38:53,878.42,deposit,Branch,success
171,1060,2025-05-31T18:42:48,471.92,deposit,Branch,success
172,1097,2025-06-17T14:52:14,548.64,withdrawal,ATM,success
173,1071,2025-06-21T05:41:39,217.91,withdrawal,Online,success
174,1063,2025-06-02T13:30:48,209.28,deposit,Branch,success
175,1071,2025-06-07T09:56:24,112.31,withdrawal,ATM,success
176,1015,2025-06-20T03:54:40,515.3,deposit,Branch,success
177,1064,2025-06-23T23:51:35,939.39,withdrawal,Branch,success
178,1054,2025-06-15T02:07:05,851.25,withdrawal,ATM,success
179,1019,2025-06-04T19:53:22,445.23,deposit,ATM,success
180,1054,2025-06-20T17:27:07,405.89,withdrawal,ATM,success
181,1039,2025-06-04T07:29:04,853.73,withdrawal,ATM,success
182,1062,2025-06-09T16:18:08,410.61,withdrawal,Online,failed
183,1025,2025-06-13T21:59:10,982.7,deposit,Branch,success
184,1100,2025-06-12T16:11:35,469.7,withdrawal,Branch,success
185,1049,2025-06-15T19:33:00,447.47,deposit,Online,failed
186,1017,2025-06-19T16:08:46,552.06,withdrawal,ATM,success
187,1057,2025-06-16T11:08:46,189.74,withdrawal,ATM,success
188,1053,2025-05-31T10:06:24,883.84,deposit,ATM,success
189,1034,2025-06-06T13:57:27,404.71,withdrawal,Branch,success
190,1043,2025-06-05T10:55:04,867.11,withdrawal,Online,success
191,1098,2025-05-28T15:43:20,539.15,deposit,Branch,success
192,1081,2025-06-10T23:01:29,715.96,withdrawal,ATM,success
193,1056,2025-05-26T13:38:00,980.5,deposit,Online,success
194,1039,2025-06-23T02:33:21,913.08,deposit,Online,success
195,1038,2025-06-21T10:29:31,422.62,withdrawal,ATM,success
196,1053,2025-06-05T17:13:47,609.34,deposit,ATM,success
197,1079,2025-06-23T02:42:32,883.76,deposit,Online,failed
198,1019,2025-06-05T05:41:54,308.97,withdrawal,Online,success
199,1002,2025-05-25T21:30:16,909.02,withdrawal,Online,success
200,1021,2025-05-28T23:50:22,166.48,withdrawal,Branch,success
201,1055,2025-05-28T09:43:10,721.28,withdrawal,Online,success
202,1050,2025-06-05T15:51:47,868.0,deposit,ATM,success
203,1046,2025-05-28T19:39:13,617.33,withdrawal,ATM,failed
204,1085,2025-05-27T01:43:31,456.23,deposit,Branch,success
205,1100,2025-06-10T14:06:13,770.2,deposit,Branch,success
206,1037,2025-05-28T23:40:53,798.17,deposit,Branch,success
207,1029,2025-06-19T12:09:43,672.96,withdrawal,Branch,success
208,1099,2025-06-06T02:25:19,693.26,deposit,Branch,success
209,1081,2025-06-08T01:34:34,681.71,withdrawal,Online,success
210,1047,2025-06-18T02:40:31,759.12,deposit,Online,success
211,1054,2025-06-04T22:43:50,258.08,deposit,Branch,success
212,1047,2025-06-20T17:22:47,577.77,withdrawal,ATM,success
213,1062,2025-05-31T23:16:52,970.65,withdrawal,Branch,success
214,1015,2025-06-22T06:26:24,521.5,deposit,ATM,success
215,1029,2025-06-22T12:27:42,874.13,withdrawal,Branch,success
216,1051,2025-06-17T11:49:41,112.53,deposit,Online,success
217,1096,2025-06-06T08:14:20,705.11,withdrawal,Branch,failed
218,1014,2025-06-17T12:10:48,707.35,withdrawal,ATM,success
219,1072,2025-06-14T07:23:09,395.21,deposit,Branch,success
220,1060,2025-06-03T18:58:13,918.45,withdrawal,Branch,success
221,1018,2025-05-30T03:01:27,140.81,deposit,Online,failed
222,1015,2025-05-30T06:03:33,187.47,deposit,Online,success
223,1086,2025-06-15T11:20:15,954.44,withdrawal,Branch,success
224,1020,2025-06-11T17:54:47,896.87,deposit,Online,success
225,1036,2025-06-15T02:37:53,129.44,withdrawal,ATM,success
226,1031,2025-06-14T12:05:43,869.91,deposit,Branch,success
227,1083,2025-06-17T05:14:59,422.81,withdrawal,Online,success
228,1016,2025-05-28T04:14:26,954.11,withdrawal,ATM,success
229,1083,2025-05-30T07:47:30,675.54,deposit,ATM,success
230,1032,2025-05-28T11:44:43,989.94,deposit,ATM,success
231,1071,2025-06-14T02:12:52,286.44,deposit,ATM,success
232,1019,2025-06-11T00:26:34,809.78,deposit,Online,success
233,1019,2025-05-30T20:26:03,988.77,withdrawal,ATM,success
234,1004,2025-06-06T14:49:56,218.62,withdrawal,ATM,success
235,1003,2025-06-03T20:20:43,256.82,deposit,ATM,success
236,1068,2025-06-03T18:44:09,202.28,deposit,Online,success
237,1047,2025-06-20T13:56:41,561.91,deposit,Online,success
238,1079,2025-06-16T07:47:57,139.03,withdrawal,Online,success
239,1004,2025-06-01T08:27:03,154.74,withdrawal,Online,success
240,1014,2025-06-15T00:39:15,541.24,withdrawal,ATM,success
241,1042,2025-06-03T10:54:20,647.47,deposit,ATM,success
242,1082,2025-06-08T01:39:19,626.83,withdrawal,Online,failed
243,1068,2025-06-17T00:07:38,365.41,withdrawal,ATM,success
244,1015,2025-06-06T16:10:20,867.51,deposit,Online,success
245,1030,2025-05-29T04:57:23,472.43,withdrawal,Online,success
246,1013,2025-06-16T01:24:41,381.29,withdrawal,Branch,success
247,1020,2025-06-21T06:18:07,718.14,withdrawal,ATM,success
248,1011,2025-05-30T07:11:54,183.91,deposit,Branch,success
249,1017,2025-05-28T00:03:58,600.73,withdrawal,Branch,success
250,1046,2025-06-20T18:57:26,886.25,withdrawal,Branch,success
251,1037,2025-05-26T06:19:14,640.37,withdrawal,ATM,success
252,1028,2025-05-30T01:47:08,239.26,withdrawal,ATM,success
253,1045,2025-06-06T00:31:43,860.84,withdrawal,ATM,success
254,1074,2025-06-02T14:53:35,303.54,withdrawal,Branch,failed
255,1080,2025-06-14T06:38:00,652.22,deposit,Branch,failed
256,1089,2025-06-18T02:56:22,340.7,deposit,Online,success
257,1040,2025-06-17T21:56:59,929.38,withdrawal,ATM,success
258,1019,2025-06-04T22:09:37,609.69,withdrawal,ATM,success
259,1082,2025-06-14T00:22:20,974.63,deposit,Branch,success
260,1049,2025-05-28T09:26:30,477.85,withdrawal,ATM,success
261,1093,2025-06-02T12:56:34,391.94,deposit,ATM,success
262,1097,2025-06-12T22:39:44,656.05,deposit,Online,success
263,1055,2025-05-25T15:38:16,537.1,withdrawal,Online,success
264,1097,2025-06-13T12:00:03,561.11,withdrawal,Online,success
265,1087,2025-06-07T10:06:38,710.64,withdrawal,Branch,success
266,1006,2025-06-16T15:14:59,298.47,deposit,ATM,success
267,1028,2025-06-08T09:27:57,790.61,withdrawal,Online,success
268,1001,2025-06-15T01:57:57,547.65,withdrawal,ATM,success
269,1069,2025-06-21T12:38:37,733.3,withdrawal,ATM,success
270,1095,2025-06-18T04:08:23,138.07,deposit,Online,failed
271,1041,2025-06-02T01:28:40,618.18,withdrawal,Branch,success
272,1038,2025-06-03T18:22:25,203.66,deposit,Online,success
273,1080,2025-06-08T22:48:58,514.09,withdrawal,ATM,success
274,1014,2025-06-05T02:45:59,318.98,withdrawal,Branch,success
275,1040,2025-05-28T09:15:52,771.22,deposit,Online,success
276,1010,2025-06-22T15:55:14,559.43,deposit,Branch,success
277,1100,2025-06-20T20:49:47,414.44,deposit,ATM,success
278,1033,2025-05-28T12:08:50,277.54,deposit,Branch,success
279,1099,2025-06-09T18:30:09,665.15,withdrawal,Branch,success
280,1058,2025-05-28T07:43:44,713.02,withdrawal,Branch,success
281,1057,2025-05-27T23:32:48,161.46,withdrawal,Branch,success
282,1036,2025-06-22T21:44:34,632.28,withdrawal,Branch,success
283,1060,2025-06-17T16:37:31,506.72,deposit,Online,success
284,1010,2025-06-18T22:59:23,680.2,deposit,Branch,success
285,1050,2025-06-20T07:56:00,516.44,deposit,Online,failed
286,1074,2025-06-02T04:32:56,686.65,withdrawal,Branch,success
287,1020,2025-05-28T07:23:46,961.95,withdrawal,ATM,success
288,1044,2025-06-19T04:47:23,984.15,deposit,Branch,success
289,1006,2025-05-29T10:27:47,322.97,withdrawal,Online,success
290,1079,2025-06-03T13:37:42,242.87,withdrawal,Online,success
291,1100,2025-05-28T20:57:35,404.53,deposit,Branch,success
292,1009,2025-06-23T10:23:34,396.72,withdrawal,Online,success
293,1085,2025-05-28T20:18:24,967.97,deposit,Online,success
294,1085,2025-06-05T23:09:32,227.29,withdrawal,Online,failed
295,1090,2025-06-14T03:33:33,695.92,deposit,Branch,success
296,1011,2025-05-31T08:48:16,378.62,withdrawal,Branch,success
297,1017,2025-06-22T04:50:47,703.1,deposit,Branch,success
298,1066,2025-06-06T11:59:18,425.65,withdrawal,Online,success
299,1028,2025-06-22T15:36:58,407.56,withdrawal,ATM,success
300,1018,2025-06-23T09:47:30,239.45,withdrawal,ATM,success
301,1070,2025-05-27T11:25:44,851.61,deposit,Branch,success
302,1099,2025-05-29T12:38:39,656.23,withdrawal,ATM,success
303,1089,2025-06-14T21:33:32,793.99,deposit,Branch,success
304,1053,2025-06-22T21:09:15,427.87,deposit,Online,success
305,1097,2025-06-21T23:39:49,773.68,withdrawal,ATM,success
306,1040,2025-06-19T22:12:45,969.04,withdrawal,ATM,success
307,1074,2025-06-09T21:43:27,986.0,withdrawal,Online,success
308,1065,2025-06-07T04:56:26,574.71,deposit,ATM,success
309,1018,2025-06-04T11:06:21,885.7,deposit,Branch,success
310,1048,2025-06-09T19:10:38,599.09,deposit,Branch,success
311,1016,2025-06-06T03:12:57,356.56,deposit,Online,success
312,1066,2025-06-07T10:35:24,232.61,withdrawal,ATM,failed
313,1029,2025-06-13T18:15:02,835.03,withdrawal,ATM,success
314,1051,2025-05-31T21:36:39,551.81,deposit,Online,failed
315,1048,2025-06-09T02:38:54,302.08,withdrawal,ATM,success
316,1084,2025-06-16T17:49:54,401.76,deposit,ATM,success
317,1061,2025-06-09T21:29:59,726.46,deposit,Branch,success
318,1079,2025-05-29T01:38:43,104.73,deposit,ATM,success
319,1020,2025-05-25T23:58:47,593.92,withdrawal,ATM,success
320,1031,2025-06-16T19:04:04,371.04,deposit,ATM,success
321,1080,2025-06-21T21:03:42,511.4,deposit,Online,success
322,1003,2025-05-30T09:36:47,668.76,deposit,Branch,success
323,1055,2025-05-29T02:28:53,101.41,withdrawal,ATM,success
324,1024,2025-06-20T15:30:58,697.93,deposit,Branch,failed
325,1009,2025-06-04T21:28:09,958.06,deposit,Online,success
326,1006,2025-06-19T02:31:30,672.1,withdrawal,Online,success
327,1046,2025-06-07T10:06:27,809.67,withdrawal,ATM,success
328,1081,2025-05-31T23:26:59,193.3,withdrawal,ATM,success
329,1070,2025-06-11T11:45:05,404.69,deposit,Branch,success
330,1090,2025-05-28T21:16:27,530.68,deposit,ATM,success
331,1100,2025-06-06T09:44:19,949.24,deposit,Online,success
332,1026,2025-06-12T11:39:24,897.21,withdrawal,Online,success
333,1070,2025-06-08T09:09:39,526.06,deposit,Branch,success
334,1046,2025-06-02T04:54:54,875.92,deposit,Branch,success
335,1016,2025-06-15T19:38:55,819.41,withdrawal,Online,success
336,1050,2025-06-20T22:01:17,405.13,deposit,Online,success
337,1048,2025-06-09T05:35:04,931.88,withdrawal,ATM,success
338,1011,2025-06-24T05:46:58,487.55,deposit,Branch,success
339,1014,2025-06-20T05:23:14,172.06,withdrawal,Online,success
340,1092,2025-05-25T22:14:28,483.5,withdrawal,Online,success
341,1094,2025-06-21T11:17:06,883.03,withdrawal,Branch,failed
342,1036,2025-06-09T01:55:41,675.52,deposit,ATM,success
343,1052,2025-05-30T13:48:49,426.98,deposit,ATM,success
344,1078,2025-06-01T01:35:13,710.28,withdrawal,ATM,success
345,1031,2025-06-07T09:15:06,800.66,withdrawal,Online,success
346,1073,2025-05-31T03:36:38,129.15,deposit,Branch,success
347,1048,2025-05-30T17:49:57,434.81,deposit,Branch,success
348,1047,2025-06-21T09:40:44,458.23,withdrawal,ATM,failed
349,1004,2025-06-02T02:14:11,762.11,withdrawal,Branch,success
350,1072,2025-06-07T18:26:07,205.98,withdrawal,Branch,success
351,1079,2025-06-08T05:23:47,357.02,withdrawal,ATM,success
352,1010,2025-06-23T21:48:16,506.84,withdrawal,ATM,success
353,1041,2025-06-04T18:31:40,701.06,deposit,Branch,success
354,1039,2025-06-11T04:36:40,866.23,deposit,Online,success
355,1016,2025-06-04T10:20:05,986.62,deposit,ATM,success
356,1004,2025-06-07T08:41:24,424.81,withdrawal,Online,success
357,1071,2025-06-19T01:58:15,216.79,deposit,ATM,success
358,1092,2025-06-18T06:18:27,746.98,withdrawal,Online,success
359,1010,2025-06-06T17:42:14,212.79,withdrawal,Branch,success
360,1060,2025-05-28T00:18:42,712.1,withdrawal,ATM,success
361,1100,2025-05-30T00:39:43,596.17,deposit,ATM,success
362,1008,2025-06-15T02:37:41,848.25,deposit,Online,success
363,1042,2025-06-07T23:28:56,941.26,deposit,Online,failed
364,1067,2025-05-27T16:29:29,905.43,deposit,Online,success
365,1071,2025-05-25T17:15:27,347.01,withdrawal,Branch,success
366,1065,2025-06-10T17:44:53,676.89,deposit,ATM,success
367,1093,2025-05-31T21:32:33,911.8,withdrawal,Branch,success
368,1004,2025-06-07T06:19:36,173.1,withdrawal,Branch,success
369,1074,2025-06-02T09:22:59,474.93,deposit,Online,success
370,1070,2025-06-15T23:54:08,360.7,withdrawal,Online,success
371,1088,2025-06-21T07:52:51,465.48,withdrawal,ATM,success
372,1021,2025-06-15T07:25:04,495.64,withdrawal,Online,success
373,1078,2025-06-21T18:37:49,229.3,withdrawal,Branch,failed
374,1045,2025-05-26T00:23:33,977.84,deposit,Online,success
375,1014,2025-05-30T23:28:09,387.2,withdrawal,ATM,success
376,1032,2025-05-29T04:47:31,226.79,deposit,Online,failed
377,1079,2025-06-01T18:47:14,476.32,deposit,Online,failed
378,1093,2025-06-21T00:47:07,381.44,deposit,Online,failed
379,1060,2025-05-27T07:06:08,548.88,withdrawal,Online,success
380,1051,2025-06-12T11:17:40,554.9,deposit,ATM,success
381,1007,2025-06-22T19:47:58,145.49,withdrawal,Branch,success
382,1084,2025-06-21T08:51:54,705.27,withdrawal,Branch,success
383,1014,2025-06-01T17:40:06,487.83,withdrawal,Branch,success
384,1052,2025-06-15T09:51:52,429.34,withdrawal,ATM,success
385,1025,2025-05-31T17:36:41,426.27,withdrawal,ATM,success
386,1058,2025-05-27T13:51:38,787.96,withdrawal,Branch,success
387,1016,2025-06-09T12:16:25,215.8,deposit,Online,success
388,1044,2025-06-12T05:58:35,602.05,withdrawal,ATM,success
389,1066,2025-05-27T11:36:27,461.25,deposit,ATM,success
390,1092,2025-06-11T22:00:16,399.74,withdrawal,Branch,success
391,1078,2025-06-04T17:53:00,903.82,deposit,Online,failed
392,1041,2025-06-06T15:50:59,246.25,withdrawal,Branch,success
393,1066,2025-05-30T12:53:23,579.11,withdrawal,Online,success
394,1048,2025-06-11T17:11:31,398.12,deposit,Online,success
395,1093,2025-06-21T17:26:17,884.89,deposit,Branch,success
396,1084,2025-06-14T06:35:26,804.61,deposit,Branch,success
397,1062,2025-06-02T01:11:39,253.46,withdrawal,ATM,success
398,1032,2025-06-06T00:56:44,128.41,deposit,ATM,success
399,1041,2025-06-02T10:27:17,476.9,withdrawal,Branch,success
400,1065,2025-06-03T03:24:27,797.48,withdrawal,Branch,success
401,1091,2025-06-14T13:29:04,224.27,deposit,Branch,success
402,1085,2025-05-26T18:00:17,530.53,withdrawal,Online,failed
403,1059,2025-06-03T06:05:49,920.91,withdrawal,Branch,success
404,1099,2025-06-10T16:09:02,880.89,withdrawal,Branch,success
405,1032,2025-06-14T12:48:26,351.11,withdrawal,ATM,failed
406,1039,2025-06-06T14:15:44,794.06,deposit,Branch,success
407,1041,2025-06-07T11:58:40,531.82,withdrawal,Online,success
408,1087,2025-06-02T06:36:20,588.87,withdrawal,Online,failed
409,1019,2025-05-30T19:04:01,361.41,withdrawal,Branch,success
410,1057,2025-06-13T02:49:12,690.37,withdrawal,ATM,success
411,1069,2025-05-27T10:14:38,344.02,withdrawal,ATM,success
412,1095,2025-06-17T09:31:13,628.15,deposit,ATM,success
413,1068,2025-06-05T08:16:50,303.1,deposit,ATM,success
414,1043,2025-06-04T05:38:45,745.62,deposit,Branch,success
415,1001,2025-06-16T21:25:07,968.07,deposit,Online,success
416,1061,2025-06-11T12:30:29,529.7,deposit,Online,success
417,1083,2025-06-09T08:41:59,153.25,deposit,Branch,success
418,1069,2025-06-05T14:17:40,764.82,deposit,ATM,success
419,1023,2025-06-05T08:51:05,940.53,deposit,Online,success
420,1024,2025-05-26T16:41:51,942.95,withdrawal,ATM,success
421,1073,2025-06-03T22:08:21,642.5,withdrawal,Online,success
422,1083,2025-06-13T21:22:23,588.97,withdrawal,ATM,success
423,1060,2025-06-10T11:34:46,345.55,deposit,Online,success
424,1059,2025-06-08T01:43:21,683.46,deposit,ATM,success
425,1038,2025-05-28T22:00:27,611.0,deposit,ATM,success
